Song,Actual,TF-IDF,TF-IDF Error,Custom,Custom Err, ,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Chopped 'N' Skrewed,2008,2008,0,2008,0, ,0,0,7.24793492,0,0,0,0,6.293561456,0,0,0,7.758475847,6.293561456,0,5.198638684,17.11050413,23.97155744,48.49094427,72.9217577,41.05096533,52.45704745,24.1106754,35.6383884,24.79674812,18.54130231,28.91281052,26.27189669,7.24793492,171.7864666,0,0,7.24793492,0,0,0,0
Christmas Lights,2010,1998,12,2012,2, ,0,0,0,0,0,0,0,0,0,0,0,0,6.293561456,9.599506029,6.761166269,15.28013869,22.74631699,26.06704149,46.63550724,27.08579497,13.70496623,6.31691218,14.16001814,3.385767295,0,0,0,0,0,0,0,0,7.758475847,0,7.758475847,0
Circus,2008,1997,11,2008,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,6.025865974,15.47114832,0,10.73173017,39.22671317,31.93783807,16.61704521,37.66145343,15.85537995,4.971795461,8.163798576,9.895531991,3.750547736,2.219432024,0,17.71360671,7.065755682,0,0,0,0,0,0
Clap Back,2003,2003,0,2003,0, ,0,0,0,0,0,0,7.470936133,0,0,6.0863485,7.470936133,0,0,3.8671651,30.67212553,29.72065179,40.74549759,65.99762994,90.04114997,107.504041,110.588774,125.3666391,95.95848467,136.2375617,76.02321361,31.82973387,22.04075808,11.4260706,14.31397498,24.08914596,0,0,7.758475847,7.758475847,0,0
Clarity,2013,1998,15,2013,0, ,0,0,0,0,0,0,0,0,0,0,5.602260735,0,6.555499129,0,0,11.72179113,10.68302051,33.33825246,54.07808514,21.93683066,18.0996378,25.09635613,15.27695211,1.183434185,0,0,7.24793492,0,0,0,0,0,0,8.856803357,0,0
Classic,2014,1998,16,2014,0, ,0,0,0,0,0,7.758475847,0,0,0,0,6.555499129,4.111013969,4.839253677,0,3.45081536,20.79616568,13.53151075,17.54062164,52.29758652,51.33813942,30.18364683,37.37409016,30.18462134,23.97686304,3.050101063,20.23220084,12.67992681,14.82423153,5.602260735,3.121031573,0,0,0,0,26.57041007,0
Classic Man,2015,1998,17,2015,0, ,0,0,0,0,0,0,0,0,0,0,5.91492447,6.460331167,6.150744905,0,11.75706007,4.03816606,18.01805988,32.64544891,46.80349302,44.64730332,44.67857231,21.49277129,32.61178127,24.62213446,4.85713087,15.32934321,10.31726811,8.163798576,8.326395885,0,6.460331167,0,0,0,0,44.28401678
Cleanin' Out My Closet,2002,2002,0,2002,0, ,0,0,0,0,7.758475847,0,0,7.065755682,0,5.427079339,0,6.460331167,4.498402211,6.460331167,8.542689715,20.12742857,42.48534312,91.38620837,127.2533655,73.54884735,62.98002964,85.03198612,147.3004678,40.61978223,28.85896537,35.99346517,19.27144534,17.19859637,0,8.163798576,7.758475847,14.67022315,0,7.758475847,0,0
Cleaning This Gun (Come On In Boy),2008,1998,10,2008,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15968222,0,2.350216285,10.19405009,31.37117905,70.32127165,57.15156675,19.36895881,21.94247324,12.69767501,4.722459273,5.306285536,7.457150719,0,0,42.20557161,0,0,0,7.470936133,0,0,0
Cleopatra's Theme,1998,1998,0,1998,0, ,0,0,0,0,0,0,0,0,0,0,0,0,6.293561456,7.758475847,4.665830614,24.16098165,26.40569972,24.25231398,86.02124878,29.54161121,7.106052176,8.123454569,18.52839587,4.48298163,3.699913856,0,6.150744905,0,0,0,0,0,0,0,0,0
Climax,2012,1998,14,2012,0, ,0,0,0,0,0,0,0,0,0,0,0,0,4.380621153,0,4.665830614,11.85027788,7.109273048,19.81398402,54.79864117,28.84962464,18.01862878,4.414253315,0,1.183434185,0,0,0,0,0,0,0,0,8.856803357,0,0,0
Clique,2012,1999,13,2012,0, ,0,0,0,0,0,7.065755682,6.555499129,0,0,0,7.758475847,4.706852069,13.72647309,15.00641077,8.716784873,4.661453965,16.53192829,65.07666278,104.0478597,132.6402388,105.4054177,84.3835393,68.9750453,67.81956133,31.15092544,70.91965411,31.54230633,41.04769805,10.81989304,9.843879081,13.11170813,0,128.6056901,15.00641077,14.13193783,0
Clock Strikes,1998,1998,0,1998,0, ,0,0,15.51695169,0,0,0,6.21959564,5.768747041,0,0,0,0,0,12.93193836,17.81024184,28.92265941,25.34890655,51.80791932,140.9014802,93.60771048,89.47135907,111.2879343,59.66236626,41.98520286,17.8685317,17.22783073,24.92353485,5.641339534,6.555499129,7.470936133,0,0,0,7.065755682,0,0
Clocks,2003,1998,5,1986,17, ,0,0,0,0,0,0,7.24793492,0,0,0,4.54979841,0,6.21959564,10.87010665,0,14.51269672,0,21.4687011,38.2117387,11.60393546,13.97631359,33.380037,10.58156812,9.110204548,0,0,0,0,6.660717407,0,0,0,0,0,0,0
Closer,2008,1998,10,1980,28, ,0,0,0,0,0,0,0,0,0,0,0,4.275543154,0,0,0,8.529179304,10.80334623,17.11079588,33.6636161,12.91674111,9.837160721,12.65938588,0,6.218655557,0,0,0,0,0,0,0,0,0,0,0,0
Clothes Off!!,2007,1998,9,2006,1, ,7.758475847,0,0,0,0,0,0,7.065755682,0,0,0,6.150744905,0,15.50898548,14.3675033,16.97917849,32.57643202,42.45928782,105.8636833,85.18892675,83.48044191,48.70616427,48.2425037,42.6976865,31.76769965,9.928777203,18.71366567,69.75609934,6.21959564,7.24793492,0,0,7.758475847,0,0,7.758475847
Clouds,2013,1998,15,2002,11, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24912826,0,15.48137892,30.17967546,42.60831638,17.30580647,21.52080232,3.135903019,12.42267032,6.155229646,0,0,0,6.293561456,0,0,0,0,0,0,0,0
Club Can't Handle Me,2010,1998,12,2010,0, ,0,0,0,0,0,0,0,0,0,0,0,7.470936133,0,0,0,0,7.764159072,32.16029872,71.32867849,42.39502572,43.54428874,35.30572317,43.58368806,13.91225601,25.15298703,11.38771783,7.24793492,19.91323685,0,4.932072972,42.33896073,0,0,0,0,0
Clubbin,2003,2003,0,2003,0, ,0,0,0,0,0,0,0,0,6.660717407,0,0,4.255823347,8.163798576,5.173462509,12.69572986,21.26592085,30.82618512,29.63115374,82.6360592,58.43515909,63.70669068,39.15325767,33.53747761,101.7302539,44.88498372,23.16998493,6.21959564,4.932072972,0,0,0,0,0,0,0,0
Clumsy,2007,1999,8,2007,0, ,0,0,0,0,0,0,0,0,6.555499129,0,0,0,0,0,6.9117473,7.921615157,14.61863781,28.81450674,28.56338933,33.43487985,17.55790749,7.530258067,6.654662897,9.287772329,6.794888149,0,0,8.856803357,0,0,0,0,0,0,0,0
CoCo,2015,2004,11,2014,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.660717407,2.677914722,15.75351466,12.07244293,26.97262868,18.41945746,21.53636618,17.55164031,18.32161017,37.67725337,11.94095195,9.019123434,13.70826609,0,0,6.9117473,20.48662427,7.24793492,0,26.57041007,0
Coco Jamboo,1997,1997,0,1997,0, ,0,0,0,8.163798576,0,0,0,0,0,0,0,0,3.678246198,0,3.472104469,7.333214947,13.63560287,82.77956701,32.39124505,25.47113945,24.18878485,10.36249273,12.72193522,9.884992152,6.460331167,3.816320344,0,0,0,0,7.065755682,0,0,0,0,0
Cold Rock A Party,1997,1998,1,1996,1, ,0,0,0,0,0,0,0,0,0,5.278256373,0,7.758475847,14.67022315,26.05498129,16.07813235,25.5420235,60.15754995,65.85387292,106.7426496,76.85698004,68.72737153,50.67450905,21.25986091,24.84815117,25.45959303,12.15021569,2.357584047,0,11.33043396,0,0,8.163798576,0,0,0,0
Colder Weather,2011,1998,13,2011,0, ,0,0,0,0,0,0,0,0,0,5.602260735,5.863773211,11.73943607,0,5.101566627,10.38020673,7.912932828,21.45966452,62.86428286,80.39712818,28.05308513,40.52531127,8.530169176,14.14496029,6.685606609,0,0,0,0,7.470936133,0,0,8.856803357,0,0,0,0
Collide,2005,1997,8,1980,25, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071904033,8.485587769,29.28413081,31.4518213,18.63064828,21.34211432,17.52023653,2.867791439,3.804020113,0,0,0,0,0,0,0,0,0,0,0,0,0
Come & Get It,2013,1998,15,2013,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.833280197,12.27855929,19.35016384,36.42635003,27.74443742,16.97991824,7.772413272,0,8.04734779,0,0,2.219432024,0,0,0,8.163798576,0,0,8.856803357,0,0
Come A Little Closer,2005,1998,7,2002,3, ,0,0,0,0,0,0,0,0,0,0,0,0,5.641339534,0,9.030728768,6.138632792,16.27752771,29.36416892,48.9848617,24.00620589,6.157643047,12.65321326,11.77353108,0,4.646791861,0,0,0,0,0,0,0,0,0,0,0
Come And Get With Me,1998,1998,0,1998,0, ,0,0,0,0,0,0,0,0,0,0,6.660717407,7.758475847,5.124955551,14.15391292,2.356351517,3.313980152,26.13891622,54.54650918,112.9874688,67.66875265,86.69076092,45.60882838,31.87642465,22.22954307,7.851382876,10.38241242,7.554563363,11.32335913,0,0,0,7.065755682,0,0,0,7.758475847
Come Back Song,2010,1998,12,1999,11, ,0,0,0,0,0,0,0,0,0,0,7.470936133,0,0,0,5.226375475,9.78436629,6.91053885,20.75514514,45.93703413,38.25946448,16.00507872,7.06623127,7.34212407,4.646791861,0,0,0,0,0,0,0,0,0,0,0,0
Come Clean,2004,1999,5,2013,9, ,0,0,0,0,0,0,0,0,0,6.660717407,0,0,5.459727348,3.92778466,0,2.00942962,8.320984932,15.21836707,21.57940767,43.68044261,12.68588985,5.837643283,3.366333697,0,8.163798576,0,0,0,0,6.460331167,0,0,0,7.24793492,0,0
Come Get It Bae,2014,1998,16,2015,1, ,0,0,0,0,0,0,0,7.758475847,0,0,0,0,4.691489016,0,19.74863613,8.779441214,16.41954194,27.21527497,40.71917534,17.64817984,22.16055671,9.501610224,14.45186508,1.183434185,2.722120785,15.9121375,2.558792267,6.9117473,0,0,0,0,0,0,0,7.065755682
Come In With The Rain,2009,1998,11,1980,29, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056668456,22.93009545,22.65448769,40.59573774,14.17109607,21.50375764,1.383523391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Come On,1997,1998,1,2006,9, ,0,0,0,0,0,0,0,0,0,0,0,5.224472518,7.24793492,14.15988191,24.9455927,3.028522096,21.86202582,34.12594108,59.70980657,31.12315108,21.38104235,20.85800173,21.6015801,3.40182561,8.380803701,6.21959564,9.97790787,5.278256373,0,3.121031573,0,0,0,0,0,0
Come On Over Baby (All I Want Is You),2000,1998,2,1992,8, ,0,0,0,0,0,0,0,0,0,0,0,0,7.470936133,0,2.805369624,9.309451567,19.35260786,31.04654879,46.17177643,22.63862093,8.314921547,6.607995908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Come Over,2003,1998,5,1987,16, ,0,0,0,0,0,0,0,7.758475847,0,0,0,0,0,0,0,3.75634338,10.41361806,14.67592074,39.55099142,19.74344314,22.75741889,30.39655913,6.689477139,4.136569082,0,0,0,0,0,0,0,0,0,0,8.163798576,0
Come Over,2012,1998,14,2014,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.913905665,0,11.28363927,24.44549175,52.16718694,18.76204955,15.30189459,24.17119857,4.015055231,3.841405438,10.90990384,0,0,0,0,0,0,0,0,0,7.470936133,0
Come See Me,1997,1998,1,1996,1, ,0,0,0,0,0,0,0,0,0,0,0,7.065755682,3.118086044,0,9.159522714,4.035745981,23.12634253,32.57527136,62.3000437,25.51786709,16.66359715,11.30355009,13.71525948,3.773944494,0,2.630634011,0,0,0,0,0,0,0,0,0,0
Come To Me,2006,1998,8,2006,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07247386,19.60573504,9.514823965,29.61881778,47.92114673,94.03737626,72.24412564,76.15349927,43.29074356,52.8228977,21.60936563,23.02657984,5.306285536,61.66394386,0,0,4.770825857,0,0,0,0,0,0
Come With Me,1998,1991,7,1980,18, ,0,0,0,0,0,0,0,0,0,0,6.609954182,9.696505024,2.99708637,0,0,2.248048656,3.702042664,2.155011704,3.797639545,0,1.490270471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Come With Me Now,2014,1998,16,1980,34, ,0,0,0,0,0,0,0,0,0,0,0,10.07232805,0,0,0,3.40688474,10.36820963,30.26487345,54.6632243,17.56129992,19.53917072,7.014936275,0,4.046777271,0,0,0,0,0,0,0,0,0,0,0,0
Coming Home,2011,1998,13,2010,1, ,0,0,0,0,0,0,0,0,0,0,0,4.347890798,5.863773211,0,9.961531699,19.99817531,32.79059679,57.32814871,78.85717497,44.52295132,48.49251707,62.57693902,32.04587446,5.970068127,28.54374259,34.72094986,14.7280727,16.47905706,0,0,69.06337918,0,0,0,0,0
Compass,2014,1998,16,2014,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,6.460331167,0,8.807656193,8.278436604,17.78503672,43.24399893,18.71436284,19.07152464,11.98439895,14.62847082,5.278256373,0,0,0,0,0,0,0,0,0,0,8.856803357,0
Complicated,2002,1998,4,2002,0, ,0,0,0,0,0,0,0,0,5.124955551,0,0,0,0,0,2.356351517,11.95346791,5.780295864,34.58757537,46.45432021,25.26873468,29.80229807,17.6168759,26.63615241,0,4.912796278,5.306285536,0,0,0,0,0,0,0,0,0,0
Concrete Angel,2003,1998,5,2013,10, ,0,0,0,0,0,0,0,13.70826609,0,0,0,0,0,5.101566627,13.0799946,18.92516966,45.97773589,40.58056918,50.89144774,30.11702289,20.75798583,5.724437254,20.11744371,8.856803357,0,0,0,0,0,0,0,0,0,7.24793492,0,0
Confessions Part II,2004,1999,5,2004,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.565711694,4.117732424,16.86526138,36.3556694,57.06651187,57.51307302,32.06934061,21.25344957,8.201157499,8.312306375,26.09839255,20.28582703,2.219432024,0,3.132909356,0,0,0,0,0,0,0
Confident,2015,1998,17,2013,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.328081823,0,16.76907963,34.78811588,24.61884913,14.1704782,9.025821708,9.429038785,13.93375927,4.912796278,0,2.357584047,0,0,6.150744905,0,0,0,7.24793492,0,0
Confident,2013,1998,15,2002,11, ,0,0,0,0,0,0,0,0,0,0,0,0,7.758475847,0,8.246878007,9.797495608,20.18633198,36.59827192,71.49749948,45.17287776,52.49535806,49.20027035,38.79653455,25.03663051,7.57598728,24.43238751,7.712919089,12.34401205,8.257864907,13.06249221,0,0,0,35.42721343,8.163798576,6.460331167
Conqueror,2015,1997,18,1980,35, ,0,0,0,0,0,0,0,0,0,0,5.564662302,0,0,0,9.802019284,4.03040079,9.676698834,58.48069564,44.9725562,31.68175916,22.64583661,10.46625631,3.147976375,2.923254725,0,0,0,6.150744905,0,0,0,0,0,0,0,8.856803357
Consider Me Gone,2009,1998,11,1980,29, ,0,0,0,0,0,0,0,0,0,0,0,0,0,10.59505369,0,23.26684437,15.71638244,37.37044295,50.1620721,38.10127777,6.568577156,9.397646938,2.876755208,1.183434185,0,4.676362657,3.250730525,0,0,0,0,0,0,0,0,0
Contagious,2001,1998,3,2001,0, ,0,7.758475847,0,0,0,0,0,0,7.065755682,6.660717407,0,6.555499129,0,11.98193651,22.31568967,12.40757942,27.31220504,71.80256195,114.2433747,63.58328246,43.06581274,56.22780193,31.92341885,16.43491789,17.13284622,2.016633125,2.357584047,0,0,0,0,0,0,0,0,0
Control Myself,2006,1998,8,2006,0, ,0,0,0,0,0,0,0,0,0,0,0,11.1721474,17.24973958,9.086191697,20.84031077,31.83138085,32.99914659,43.69978635,83.89347383,64.78095365,41.60083751,27.00835235,40.73583221,21.23032852,23.06575556,51.56417829,82.75590042,0,6.293561456,0,7.24793492,0,0,0,0,0
Cool,2005,1996,9,2005,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,4.932072972,9.316993527,1.886224187,40.57459589,33.8256516,38.54478882,24.47605191,6.67151626,3.066628095,3.82878074,5.33513134,0,14.13505973,0,0,0,0,0,0,0,0,0,0
Cool For The Summer,2015,1998,17,2015,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295819254,0,1.647532176,31.26530544,32.43018837,15.71066401,20.02191203,8.337236215,7.660680707,1.183434185,4.316224157,2.275479746,0,0,0,0,0,0,0,0,0,8.856803357
Cool Kids,2014,1999,15,1980,34, ,0,0,0,0,0,0,0,6.293561456,0,0,0,0,0,0,0,4.03040079,20.23765984,13.5195586,30.87037845,31.03828204,16.16453267,3.213600804,3.069412,5.553022675,0,5.395472434,0,0,0,0,0,0,0,0,0,0
Cooler Than Me,2010,1998,12,2010,0, ,0,0,0,0,6.9117473,0,0,0,0,0,0,6.025865974,0,0,0,4.788024048,7.523865679,24.25817908,60.90776463,38.27374623,37.00596885,14.85307922,9.124264128,39.20039456,5.250999092,10.91930778,0,0,0,6.460331167,15.92255904,0,0,0,0,0
Cop Car,2014,1999,15,1991,23, ,0,0,0,0,0,0,0,0,0,0,0,7.758475847,0,3.529822892,3.45081536,6.10119803,25.18039084,37.04887396,51.57972689,60.32726178,31.02038461,26.2198473,12.93317186,10.45864067,6.555499129,7.24793492,4.437737242,11.42900128,0,0,5.493487066,0,0,0,7.470936133,0
Corona And Lime,2008,2000,8,2008,0, ,0,0,0,0,0,0,0,0,0,0,6.555499129,0,4.839253677,0,6.555499129,3.223948846,5.159235029,26.1185233,39.35970465,44.0554172,49.29927931,11.92642087,27.76553556,43.07742696,27.97548736,12.00650131,0,7.065755682,35.42721343,0,6.660717407,0,0,0,0,0
Could It Be,2001,2001,0,2000,1, ,0,0,0,0,0,0,0,0,0,0,5.724437254,0,0,0,0,7.24793492,7.795605466,55.86222103,60.76934969,49.49883291,57.14842357,61.37987769,44.93292662,18.2781297,29.51358892,19.94678762,2.219432024,5.91492447,0,0,7.24793492,0,0,0,0,0
Couldn't Last A Moment,2000,1998,2,1980,20, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.522244968,9.629400388,24.72406512,40.63039607,22.56615623,18.53491529,6.160036466,4.022697502,0,3.480757048,0,0,0,0,0,0,0,0,0,0,0
Counting Stars,2014,1998,16,1988,26, ,0,0,0,0,0,0,0,0,7.758475847,0,0,0,5.682019594,6.555499129,5.013185232,4.025867608,10.69203925,36.82815042,45.42859395,17.31619771,18.47034781,9.883163584,15.12273194,0,0,10.42716788,0,5.198638684,0,0,0,0,0,0,0,0
Country Boy,2009,1997,12,1999,10, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21959564,9.630093775,9.774713285,61.52034259,36.30768291,28.58342332,28.17244221,34.98642512,21.34837322,3.446614861,17.61563009,0,5.224472518,13.55927101,0,26.57041007,7.758475847,0,0,6.9117473,0,0
Country Girl (Shake It For Me),2011,2000,11,2011,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.621088673,23.87502906,26.35509503,27.77397239,35.47215989,36.25920965,64.70254805,28.58920619,24.09057668,17.20074366,11.92429758,29.29461346,4.473682559,0,0,0,5.493487066,59.91917833,0,0,0,0
Country Must Be Country Wide,2011,1998,13,2013,2, ,0,0,0,0,0,0,0,0,0,0,0,0,0,3.529822892,0,8.659074979,14.12172689,40.41611835,65.97995623,24.70407657,24.81166062,33.95228512,19.17106376,18.48490655,14.36258171,0,7.758475847,0,0,5.564662302,0,44.28401678,0,7.758475847,0,0
Courtesy Of The Red White And Blue,2002,1998,4,2002,0, ,0,0,7.470936133,0,0,0,0,0,0,0,0,0,7.758475847,0,6.778358185,12.55308683,15.12267378,30.90479833,70.78290678,56.85486904,28.5803745,18.30673282,29.56421144,1.73982054,23.16333714,0,0,0,0,7.24793492,0,0,0,0,0,0
Cowboy Casanova,2009,1998,11,2000,9, ,0,0,0,0,0,0,0,0,0,0,0,5.863773211,0,3.72771103,7.999041151,11.96831605,15.78934815,47.68129511,55.71271698,19.15476463,16.29230564,29.39813435,0,6.986217387,0,0,0,0,5.682019594,0,0,0,0,0,0,0
Cowboy Take Me Away,2000,1997,3,2000,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.276596498,20.94876709,41.35574443,38.0414813,9.307184904,23.98410597,4.839253677,8.380794963,4.691489016,0,0,5.528436532,0,0,0,0,0,0,0,0,0
Cowboys And Angels,2012,1998,14,1980,32, ,0,0,0,0,0,0,0,0,5.427079339,0,0,0,0,0,3.188348342,10.95835181,9.696016751,22.13722308,35.70825724,17.595231,16.91556415,15.17284594,4.208206573,8.546313248,0,0,0,0,0,0,0,0,0,0,0,0
Cowboys Like Us,2003,1998,5,1980,23, ,0,0,0,0,0,0,0,0,0,0,0,0,0,8.287771194,9.482875701,6.688825878,14.63534448,19.44453316,40.09544253,32.98040324,19.22163577,7.629917421,4.787491743,2.6905463,0,5.173462509,0,0,6.778358185,0,0,0,0,0,0,0
Cowgirls Don't Cry,2009,1998,11,1986,23, ,0,0,0,0,0,0,7.758475847,0,0,0,0,0,0,0,0,26.69580937,18.32898096,35.23759916,50.99435716,42.79627707,17.88472216,11.54551717,5.427079339,4.722459273,0,0,0,7.758475847,0,0,0,0,0,0,0,0
Crack A Bottle,2009,2009,0,2009,0, ,15.22941198,0,0,6.9117473,0,0,0,0,0,7.758475847,0,27.3117864,0,6.9117473,33.17214012,35.281064,40.95703487,85.86121012,111.9466419,94.80274322,100.4472058,97.13366151,94.77694698,51.01674938,39.35553954,32.69359319,24.60865107,9.313196292,13.28691238,132.1590456,6.778358185,13.35931714,0,0,7.758475847,0
Crank That (Soulja Boy),2007,2007,0,2007,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,6.555499129,0,0,1.930085696,3.759989976,19.65967383,14.83263178,30.83401445,26.76828881,12.93210827,28.66477205,7.36005624,7.99547656,9.801488588,74.56536241,10.8913852,7.758475847,5.768747041,0,0,0,0,0
Crash,2006,1998,8,2006,0, ,0,0,0,0,0,0,0,0,0,0,0,5.493487066,0,6.21959564,2.651311079,15.00641077,13.83345563,14.1231713,39.27529847,23.23768,28.26530821,8.227630414,23.18307758,9.267466548,16.71694745,0,35.42721343,4.60404279,5.306285536,0,7.758475847,6.660717407,0,0,0,0
Crash And Burn,2000,1998,2,1980,20, ,0,0,0,0,0,0,0,0,0,5.968849636,0,0,13.05589501,5.364842549,3.636338845,10.62127184,16.47397917,30.5106498,36.43672429,13.08257355,19.31538115,0,4.523762911,0,0,5.493487066,6.21959564,0,0,0,0,0,0,0,0,0
Crash And Burn,2015,1998,17,1980,35, ,0,0,0,6.373461987,0,0,0,0,0,0,0,0,0,0,7.802432134,15.09138212,11.26372925,18.18175133,38.51281393,20.96546755,13.0150751,16.59548457,4.523762911,8.987625384,0,15.05341956,0,0,0,0,0,0,0,0,0,0
Crash My Party,2013,1998,15,1980,33, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24912826,3.860659998,9.609519457,29.83030559,47.06995863,27.93834198,37.23706001,15.56073831,21.78037056,17.3098483,0,0,4.754437768,0,0,0,0,0,0,0,0,0
Crawling Back To You,2011,1998,13,1980,31, ,0,0,0,0,0,0,0,0,0,0,0,0,0,3.552998858,0,5.685147849,23.51431271,33.62391316,41.41969061,19.24542427,6.842322917,11.21983906,10.85415868,1.183434185,10.28751775,0,0,0,0,0,0,0,0,0,0,0
Crazier,2009,1998,11,1980,29, ,0,0,0,0,0,0,6.9117473,0,0,0,0,0,0,0,0,2.437807763,17.00281484,34.63668891,45.71856659,27.29828792,12.29771,1.34762522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy,2006,1998,8,2001,5, ,0,0,0,0,0,0,0,0,0,0,6.555499129,0,0,0,3.188348342,7.205086267,10.51437225,35.01117738,46.94956348,22.59648026,22.17148246,15.01651517,0,0,0,3.220655063,0,0,0,0,0,0,0,0,0,0
Crazy,2001,1998,3,2000,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.652170771,5.95674823,8.878702224,24.37151404,54.62651038,19.92884204,23.31551358,0,10.45855176,4.661465873,0,0,0,0,0,6.373461987,0,0,0,0,0,0
Crazy For This Girl,2001,1998,3,1980,21, ,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528436532,3.893635814,0,6.298508994,18.93198662,38.51387312,32.51714797,8.053449913,3.303134661,8.082597232,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy Girl,2011,1998,13,2003,8, ,0,0,0,0,0,0,0,0,0,0,0,0,3.118086044,0,0,4.971629587,8.346099611,28.30118914,34.36074733,15.61843488,11.2698481,1.0699269,0,7.24793492,0,3.220655063,0,0,0,0,0,0,0,0,0,0
Crazy In Love,2003,1999,4,2003,0, ,0,0,0,0,0,0,0,0,0,6.21959564,0,0,13.07191964,0,15.6818452,15.3934423,19.27065437,46.94953483,74.46908875,75.12408698,59.52452237,65.54238793,22.21941352,49.32081448,24.76248058,14.30439094,11.85509554,12.32410438,7.24793492,0,0,0,0,0,0,0
Crazy Kids,2013,2001,12,2013,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.89034603,8.304603376,7.779420766,24.30513059,53.31100873,34.87752844,35.03583808,54.81593205,14.50829273,6.518565525,19.83898634,28.22207312,17.32065468,12.27538106,18.80756949,0,5.863773211,0,14.82423153,53.14082014,0,0
Criminal,1997,1998,1,2004,7, ,0,0,0,0,0,0,7.065755682,0,0,0,0,0,0,5.564662302,14.84978173,13.88109539,24.34960767,37.63479298,62.98387992,35.63921301,19.6005222,7.616841729,0,0,7.758475847,0,0,5.250999092,0,0,6.778358185,0,0,0,0,0
Crooked Smile,2013,1998,15,2013,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.559479169,4.557326824,29.4019203,46.36959919,102.0300815,74.81150816,74.40387441,51.62526,49.17934059,17.18905709,24.50611354,9.598398407,19.72435375,17.31651947,15.22941198,4.722459273,0,13.62125481,0,8.856803357,0,0
Cruel Summer,1998,1998,0,1980,18, ,0,0,0,0,0,0,0,0,0,0,0,0,7.758475847,3.292414315,0,15.91370898,12.25553433,20.46680111,29.16943351,17.13692574,14.6825444,2.40976214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruise,2012,1998,14,2012,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.609034294,6.534544237,32.57974921,69.03973602,36.38493848,45.54425522,15.5616865,19.18461318,13.59735391,18.52173532,17.50320231,16.13319824,0,0,0,0,0,7.758475847,0,0,0
Cruise,2012,1998,14,2012,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.609034294,6.534544237,32.15048289,72.75219181,37.3006741,38.82076215,15.30118661,15.22142188,23.98168045,14.83811831,17.50320231,17.67885668,4.804444923,0,0,0,0,7.758475847,0,0,0
Cruise (Remix),2013,1998,15,2012,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.609034294,6.534544237,32.15048289,72.75219181,37.3006741,38.82076215,15.30118661,15.22142188,23.98168045,14.83811831,17.50320231,17.67885668,4.804444923,0,0,0,0,7.758475847,0,0,0
Crush,2008,1998,10,2008,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37001136,1.895749183,13.12685253,36.87059435,52.87826215,29.28370116,11.88534432,1.0699269,0,9.093887377,0,0,0,0,8.856803357,0,0,0,0,0,0,0
Crush,1998,1999,1,1999,1, ,0,0,0,0,0,0,0,0,0,0,0,5.682019594,5.91492447,0,0,6.971592926,8.595711604,35.1079085,41.78900782,49.12486656,6.595695278,11.27361281,15.71349452,0,6.293561456,0,0,6.373461987,0,0,7.758475847,0,0,0,0,0
