,2004,11.17196954843926,17654
possible,1998,9.2180719610303,221
spends,1997,7.3914364864573745,120
hipster,2013,0.0,9
helld,2003,0.8490761052804039,43
hella,2009,6.440113305091985,421
insurgency,2009,0.0,9
injection,1996,9.032461782573925,41
vaco,2008,6.870225614927067,40
brittle,1992,0.6793662204867574,13
shadows,1992,9.757154393350046,970
siren,2000,11.658980151875129,44
hello,1999,10.475306211747943,1392
convoy,1993,0.0,7
which,1998,9.005184293274855,1232
hells,2012,3.421650523898124,65
vaca,2014,0.0,24
suspicious,1997,8.391387526230963,65
whirl,1994,12.057896049595763,84
medallions,1997,4.608176875690327,17
risqu,1984,0.0,3
jacky,1982,0.0,18
cycling,1985,0.0,1
souvenir,2001,6.4031242374328485,5
jacks,1999,9.029786101400024,108
exjunky,1982,0.0,5
rewrite,2001,6.905015950960495,53
vans,2011,0.0,1
vibes,1997,7.376539387364059,150
yknow,1994,6.664215235560925,68
naaaw,1990,0.0,7
hamburger,1981,0.0,12
shoulders,1997,9.914648478535495,393
vamp,1985,0.0,6
taffy,2006,1.9796259542951338,37
perplexes,2006,0.0,15
advisin,1988,0.0,7
mush,2000,0.5,24
technician,1997,0.0,4
assistance,1994,12.216791722870616,24
unnerve,1991,0.0,8
muse,2009,8.299017062913313,95
yaand,1995,0.0,15
palest,1982,0.0,5
space,2001,11.008282596040388,1750
whips,2001,5.391714776886303,340
misdeamenor,1984,0.0,5
evrything,1983,1.9110661718118183,23
butchers,1991,0.0,3
pizzain,2008,0.0,4
tomorow,2003,0.0,2
soulja,2009,3.1029628387040633,148
thaaat,2011,0.0,13
murk,2009,3.9072582032246945,30
otherside,2014,0.3779644730092272,21
xcursion,2001,0.0,1
teeter,2002,0.659380473395787,23
yippieyiyoyippieyiye,2001,0.0,2
murd,2002,0.9393364366277243,17
helps,1992,9.049619019362328,182
spade,2004,1.4832396974191326,15
hormones,1998,1.5319721849662298,49
whippin,2002,7.446724360663802,108
snagging,2012,0.0,23
asians,2003,0.8006407690254357,39
redfoo,2011,0.8017837257372732,42
singow,1991,0.0,3
gibberish,2000,0.0,14
arguin,2006,3.6890886408434267,64
piccolo,2003,0.0,6
fifteens,2002,0.7947194142390263,19
muhummad,1991,0.0,11
mustache,1999,1.1737877907772674,45
wuness,1995,0.0,3
funkin,1994,0.0,14
single,2000,9.967242106102098,1934
formulate,2002,0.659380473395787,23
362436,1995,5.633546139445665,38
pernium,2003,0.0,6
damme,1993,0.0,5
reluctantly,2006,0.0,19
proposition,1985,0.0,13
spain,2009,1.2565617248750864,57
handmedowns,2007,8.854575583952617,57
trunktrunkas,2004,0.0,12
sepaarate,1988,0.0,12
mule,2004,5.477225575051661,11
whine,2000,7.912813192070986,111
muscles,1988,7.3308891332409996,31
funkie,1994,0.0,12
slicing,1995,0.0,3
opus,2006,0.0,6
sixteenth,2004,0.0,8
analyst,1983,0.0,12
manson,2001,4.981785003207366,11
unrecognized,1991,0.0,7
cancunsand,2000,0.4330127018922193,16
contract,1995,5.196152422706632,8
whims,1991,0.0,12
jacob,2005,2.0248456731316584,100
mussle,1988,0.0,9
mula,2011,2.3112045921265096,120
embedded,1995,0.0,14
starkweather,1989,0.5590169943749475,16
timah,1995,0.0,4
inaudible,1990,6.008540929590486,39
joyride,1989,2.0,26
smalltime,1998,0.0,21
vain,1997,9.217617208643247,591
frostin,2007,0.0,18
maganoo,1998,0.0,5
worryin,1993,8.303562641563733,59
damon,2013,0.5940885257860046,17
defensive,1996,7.062744009319357,34
vale,1989,0.5270462766947299,18
while,1999,9.501245681509745,8587
prisoner,1989,6.8626225479254,272
ferryman,1983,0.0,7
shoreline,1998,10.851267207105353,8
assailant,2000,0.0,7
vacilar,2005,0.0,7
flailing,1991,0.0,15
throwback,2004,1.2493900951088486,123
perryjonathan,1986,0.0,10
timbs,2000,2.3962336037771794,124
repercussions,1998,1.6547190813232433,42
flunkies,2007,0.0,4
ladadee,2014,0.0,14
whipped,2001,7.141923210019076,283
timbo,2007,0.0,37
jadakissoverlaps,1997,0.816496580927726,3
johann,1981,0.0,1
zootie,1989,0.0,4
sasquatch,2010,0.0,2
sexiness,2000,4.352339272489812,35
fought,1993,9.31058807808144,278
granddaddy,2008,5.502065727772368,33
fiveoh,1997,1.2806248474865698,25
scientific,1986,0.0,9
nearing,1981,0.0,13
advance,2003,8.715819940853489,87
rooting,1999,0.8451542547285166,7
speculate,1987,5.154748157905347,21
bugaboo,2003,0.0,12
ritmo,2005,0.0,7
vaul,2001,0.0,6
preppie,2005,0.3450327796711771,42
marijauna,2011,0.0,1
spank,1996,6.090712125322324,93
samba,1987,0.0,13
skeezin,1992,0.0,7
gegigigi,1998,0.8660254037844386,32
jaded,2002,6.1476095718804284,145
erday,2008,0.0,19
girlies,2002,9.36776932043143,49
pocko,2008,0.8885233166386386,38
albino,1999,8.645047258706176,38
warren,1999,6.863906143528611,53
loaded,1999,9.777609541787212,364
reconstructive,2003,0.9701425001453319,17
freebase,2015,0.0,1
softspoken,2002,0.5423261445466404,17
hardwood,2001,1.0,16
admirably,2006,0.0,21
controllin,1999,4.112263888141699,56
cosigned,2012,0.0,32
outhiking,2012,0.816496580927726,12
iron,1997,11.388005385784934,150
graduation,2001,6.613182079391877,79
absolute,2003,5.335783750799325,17
mandingo,1996,0.0,14
contrare,2000,0.7637626158259734,24
esco,1997,0.0,7
vaya,2009,0.0,15
sagapo,1989,0.9393364366277243,17
worrisome,1998,3.8297084310253524,21
builds,1993,6.490796159378963,46
contrary,1998,6.626876561227505,71
rawest,2014,0.0,3
orphans,1996,2.5308902396993447,37
strolled,1991,3.7050334313299693,44
invested,2000,13.79908091672563,41
minewhat,2000,0.0,2
surgeons,1997,0.0,13
bumbumbumbum,2002,2.6683328128252666,25
conniving,1996,0.0,2
gettinsome,2010,0.0,15
montessori,2015,0.0,17
jimbo,1986,0.0,2
droughts,2002,0.0,8
musk,1995,0.0,10
emergency,1995,10.889717053257169,128
must,1995,9.3102758815613,6726
irie,1994,1.0,45
spars,1999,0.0,5
sewers,2010,0.0,1
okaykaykay,2006,0.5547001962252291,13
iris,2013,0.3849001794597505,27
lootchies,1999,0.0,11
mute,1981,0.0,24
cherished,2003,3.255764119219941,30
hyrdroglycerin,1997,0.0,4
compton,2001,5.000534730764589,187
spare,1994,8.942370289501426,294
mutt,2015,0.0,9
spark,2000,10.353275395674798,578
catherine,2005,0.0,11
vary,2005,7.361542480506901,52
rumor,1996,11.418073996655629,145
atasket,2002,0.0,19
cherishes,2008,0.0,15
zeus,2006,0.0,5
ayiyah,1992,0.0,4
railway,1998,6.096447052723961,30
inflatable,2010,0.0,6
soothe,1992,6.915795027247099,163
loadin,2006,0.0,2
swagga,2008,0.8451542547285166,35
suzy,1989,7.015289424840982,14
damus,1997,0.0,14
maximize,2004,0.0,12
shabby,1991,0.0,2
walking,1997,10.842367898660301,2485
lakes,1995,2.4806946917841692,39
netflix,2013,0.0,1
direccin,1990,0.0,15
situationlisten,2005,0.36760731104690386,37
teesha,1996,0.0,23
laker,2005,0.0,3
vast,1999,5.526161555588249,39
intergalactical,1981,0.0,3
unfriendly,1988,0.0,7
temptationinfatuation,1986,0.0,10
advantages,2000,0.0,2
helper,1997,2.359071298478354,23
conway,2011,1.4381174563233068,44
helped,1999,9.207020732529648,364
canibus,2002,2.701851217221259,30
pippen,2014,0.0,2
masturbator,2011,0.0,1
cinnabon,2011,0.0,1
dominatrix,2000,0.9045340337332909,11
vato,1992,0.0,1
versace,2002,6.862521613703721,138
versaci,2011,0.0,1
sweettalk,1982,0.0,12
blinds,1998,12.445079348883237,75
zero,1998,7.984568450037442,150
rumbo,1996,0.0,9
spawn,2013,0.8709883407113854,29
rumba,2009,0.0,33
overheatin,1998,0.0,2
yourself,1998,9.718020377626043,4003
barretas,2005,0.7071067811865476,22
suvs,2006,0.0,2
artefacts,2011,0.5679618342470648,31
amaaazing,2009,0.3779644730092272,7
danca,1990,0.0,3
picato,1997,0.0,2
lipton,1999,0.0,7
valiums,2000,0.0,14
crookedy,2008,0.0,8
unbending,1994,0.8660254037844386,20
insecurity,1991,7.0710678118654755,24
matters,1999,8.88879126088444,377
reconstructing,1987,0.0,11
gabriella,2006,0.5773502691896257,3
hickorydick,1993,0.0,2
tamrya,1994,0.0,5
showered,2004,6.651649753590792,45
masturbates,2010,0.0,8
shabos,2007,0.0,18
habbit,1998,0.0,1
hallway,2005,10.536164040492729,93
vegetarians,2011,0.7559289460184544,7
autographs,1998,5.0,17
dance,1999,10.037641685536977,6999
ranking,1992,1.0,8
culture,2002,7.270822846477891,111
masturbate,1985,5.431390245600108,20
mmman,1992,0.0,5
backward,1985,5.196152422706632,8
operates,2003,0.0,23
yknahmean,2002,0.8451542547285166,14
ciento,1991,0.0,7
nintendo,1999,7.591113225344488,104
nonbelievers,2002,4.242640687119285,42
fixins,1995,0.0,14
untangle,2002,1.9595917942265424,25
celebrations,1999,6.333333333333334,27
hallmark,1996,1.3693063937629153,24
thugnharmony,1997,0.5163977794943222,15
dandy,1995,10.209885319716292,91
verbal,2000,3.562626515972126,13
emeralds,1998,0.6454972243679028,24
fixing,1998,13.395687531606747,45
danes,2004,4.206620041543215,23
pocus,2004,5.809475019311125,28
brewin,1990,0.816496580927726,18
zeta,2010,0.0,1
luscious,1998,6.362449939352705,52
brother,1997,8.335095799661142,1910
deacon,1992,0.0,3
dragonfly,1998,0.9649012813540153,29
picard,2006,0.5547001962252291,13
suyo,1987,0.0,13
chandelier,2012,3.2975557423452106,111
traffics,1985,0.0,15
skeezer,1999,9.513148795220223,30
bicycle,2003,4.230839160261236,30
possessed,1990,5.395471352079548,72
sammy,2005,4.20883424647321,42
lunches,1994,0.0,12
moskva,1991,0.0,18
overheated,1984,0.0,13
surf,2011,0.23570226039551584,18
novara,2005,0.0,14
confessions,2001,9.728988940606913,124
bummy,2010,4.942810187435849,51
sure,1998,9.741373780724022,6901
wanta,1985,0.0,7
unavoidable,1988,0.0,16
wanty,1995,3.2,25
dependancy,1997,0.4472135954999579,20
hemen,2011,0.0,21
jadas,2000,0.0,2
wants,1996,10.165842987001307,2750
hearing,1999,9.268510470599487,454
redlight,2008,1.1338934190276817,21
nappyass,2015,0.0,1
retrace,1991,0.0,12
bumma,2004,0.0,12
nonexisting,2002,0.7905694150420949,24
uhhuhuhhuh,2001,0.0,6
vanessa,1991,8.391463916782737,36
golden,1998,10.762469171140896,579
dissolve,1988,9.992854590012948,63
bumps,1997,9.38083151964686,17
verzichten,1986,0.0,9
billdroppin,2012,0.0,32
redeye,2003,4.547526800360829,50
goldie,1997,0.9293203772845852,44
maganets,2003,0.0,14
interfere,2000,1.0,8
bragging,1994,9.204741860979738,33
groucho,1993,0.0,5
unlit,1986,0.0,2
raymond,2010,0.8224783208299743,34
grandmami,2001,0.7745966692414834,15
glass,2002,10.021443776747532,1309
cosignin,2002,0.0,6
grandmama,2005,3.4681086744474685,72
naame,2010,0.0,15
rites,2012,0.8944271909999159,15
moyes,1994,0.0,10
unnecessarily,2003,0.42008402520840293,17
glare,1999,9.179512016453547,186
somebodies,1993,0.6859943405700354,17
complexion,1999,9.011265091579796,69
lifers,2004,0.0,6
weights,2000,2.336307628146031,24
brothas,2000,4.882287854467161,98
seoul,2014,0.0,1
target,2002,10.358839488840223,108
pillar,1981,0.0,12
cabron,2001,0.0,9
visions,1996,9.195756278563673,331
thumbs,2005,0.8660254037844386,12
blessed,2001,8.514529153388965,716
cozy,1995,9.206593487081074,88
jimmy,1996,7.419591334465113,298
stuffs,1980,0.0,16
straightenin,1999,11.924637088690359,66
backways,1985,0.4803844614152614,13
salon,1999,8.692079084199024,67
erry,2005,4.0,23
collision,2009,0.0,11
seizing,2010,0.0,7
awoke,2012,1.8439088914585775,10
discovers,2001,0.6546536707079771,7
ruuush,2013,0.0,2
demonstrated,2002,0.0,14
snakes,2003,5.598232416179862,97
mounts,1993,0.0,23
toscanini,1989,0.5590169943749475,16
mdchen,1986,0.0,9
impress,1999,9.019849904942559,260
timothy,2007,0.0,2
endangered,2001,0.0,4
sinful,2011,0.7071067811865476,24
discovery,1999,1.378404875209022,20
owners,2001,1.2360330811826103,36
deserve,2003,9.336149918453426,1234
playahood,1996,0.5773502691896257,12
pillow,1997,9.219106380532416,619
flashed,1998,12.570787221094179,81
disappointing,1983,0.0,2
blaring,2013,0.0,8
midday,1999,0.8090398349558905,55
palabra,2002,0.0,5
suns,1993,12.661740485855313,122
flashes,2000,5.4182232195751086,112
voicing,1993,4.46624768917406,19
manloving,2002,0.0,7
sunk,1996,13.065821301185387,102
weighed,2002,5.07811323648392,47
sung,1997,10.054538776095102,128
gget,2012,0.0,14
touchin,2001,9.226695065975184,326
badeahbadeah,1981,0.0,9
hottest,2005,5.732042452704939,515
whatsoever,2001,9.75770290372928,47
nothins,1997,9.400797838481584,176
twinkies,2014,0.5590169943749475,32
sums,2010,0.7071067811865476,2
allamerican,2008,0.0,9
sumo,2001,3.0,15
nothing,1999,10.349372823255397,11158
bienes,1996,0.0,9
wooooo,2001,11.830361228995107,47
edition,2002,7.994652818241111,152
haggard,2004,5.231669940886023,27
learners,2007,0.0,1
broads,2004,5.395027510502654,348
mamasita,2005,0.0,3
mantel,1999,0.0,13
blacks,1999,6.614871256428989,115
salsa,1998,4.739703443507238,71
eskimo,2009,0.5547001962252291,13
cleveland,1995,10.726547605330047,34
fanfares,1990,0.0,9
robbing,1995,5.325142519890229,42
wrench,1999,7.418373006563915,31
madina,2005,0.0,24
ellingson,1982,0.6546536707079771,7
snatchin,1999,5.903993805649092,56
coup,2003,7.0866813553015735,95
hungover,2011,2.5917930674241387,46
eager,1991,10.543327971085901,136
script,2003,7.5465632763497466,81
malnutrition,2001,0.0,10
cristal,1998,3.217191084057268,157
yuendemu,1988,0.0,11
suki,2003,5.516559836749026,37
ourself,2004,0.0,17
oral,2009,6.084256882987586,55
pillin,1994,0.0,14
snoopin,1995,2.0,16
imitation,1991,2.7662562992324986,23
retractors,1985,0.0,2
broach,2008,0.0,11
snakin,2003,0.0,13
salty,2001,8.40080528352876,136
reread,2002,0.0,6
sunken,1999,12.0,2
hemme,2010,0.0,7
crucified,2006,2.0,25
congratulations,1996,11.015141094572204,33
deceived,2003,4.482288376589473,88
firearm,1997,0.816496580927726,3
tiles,2013,0.0,12
weighin,2004,7.2577144201636345,43
travelled,1985,4.69041575982343,16
touched,1995,8.98714860042552,1181
deceiver,1983,0.0,12
blingy,2003,0.0,5
tatatouch,2015,0.0,34
audio,2000,0.0,14
communication,1986,3.2293298729878046,35
ttttequila,1992,0.0,1
touches,1996,10.276242312701864,173
creole,2001,0.0,17
anythinggoes,2012,0.0,3
caulkin,2003,0.0,12
cows,2010,0.0,1
maliah,2015,0.0,8
suin,2004,0.9428090415820634,18
valves,2002,0.0,14
wedding,1999,9.842876182217347,416
suit,2002,9.637591559665301,719
suis,2005,0.6030226891555273,11
beasts,1988,2.9838273754444327,31
beckoning,1981,0.0,15
disabled,1986,0.6324555320336759,10
snatcher,1995,5.395867364510049,26
sawedoff,2002,5.44426303552648,25
snatches,1995,0.0,11
oooohhhhhoh,1994,0.9258200997725514,7
wattup,2009,2.556341863079004,43
doodoodu,1996,0.8819171036881969,9
shaded,2010,4.358898943540674,16
steph,2014,0.0,10
dough,2002,5.468218994277765,1339
grabbing,2013,1.3228756555322954,44
combine,1993,3.186247622681495,46
rented,2012,0.6030226891555273,22
mantis,1997,0.816496580927726,3
combina,2005,0.0,7
pigeon,1992,6.621288652115549,82
shades,2002,9.325437700228106,718
suge,2008,0.0,16
middie,1997,0.0,12
steps,1998,9.324413496039508,687
stripes,2004,6.9178074999280375,264
disarray,2008,0.769800358919501,27
snatched,1999,0.0,9
aunque,2000,0.0,16
eric,2002,7.227486363860187,93
sycamore,1991,3.5984327072654767,39
scrito,2004,0.0,7
questers,1994,0.0,2
follower,2015,0.0,17
travellin,1995,0.816496580927726,21
mantle,1995,7.265377779972235,28
provolone,2010,0.0,4
followed,2000,9.466524934717208,265
imitating,2000,0.7071067811865476,28
suga,2002,5.220311832557426,151
hawaiian,1985,0.0,12
heeeeeeeeee,1986,0.0,3
treatin,1997,4.9830014078166815,165
craeeae,2000,0.9555330859059091,23
compelled,1997,0.0,7
sideeast,2000,0.0,2
nominate,2001,0.0,12
pointless,1986,3.4756294393965534,25
badabada,2005,0.0,13
combing,1994,3.0,14
jockey,1994,0.0,8
larger,1993,10.289321156914575,77
stern,2002,1.2909944487358056,15
stero,1990,0.0,14
guessing,2000,11.70698814505983,224
snapping,2004,0.0,7
runnin,1997,9.721731493306807,2404
birdland,1992,2.345207879911715,30
dizzouble,1981,0.0,11
sued,1996,8.110839308340061,28
strollin,1997,8.544827938995745,71
bustas,2000,4.00393507227479,127
suez,1989,0.5590169943749475,16
suey,2013,0.0,1
bustaz,1999,0.0,13
jabber,2004,0.0,18
queued,2011,0.0,1
exorcism,1998,0.0,27
resulta,1990,0.0,15
middle,1999,9.562878803000189,2298
deserts,1994,3.7236251980274027,52
exorcist,2012,0.0,32
taylors,2013,0.674199862463242,22
suds,2004,0.0,11
results,1994,6.413667837917329,74
lambo,2011,2.110125962815341,95
gather,1998,10.01762083893812,275
facebook,2010,0.0,4
sisqo,1998,0.6614378277661477,48
lambs,2006,0.4264014327112209,11
arctic,1980,0.0,9
exorcise,2009,0.944911182523068,28
blessin,2003,7.048221006384427,31
november,2001,7.9627894005551845,133
flflfly,2011,0.7276068751089989,17
mmmmy,1990,0.0,12
such,1994,9.998472658925872,3012
treaten,1982,0.0,2
controlled,2006,7.9140957406645684,79
succotash,1990,1.5118578920369088,21
doubt,1997,9.581110462350717,2842
suck,2004,6.792281481159202,570
eres,2008,1.5491933384829668,40
rental,2006,4.73081356797384,134
pyrotechnics,1997,0.0,6
relative,1993,3.356967496004507,26
dally,1990,1.9639610121239315,14
jabbed,2004,0.7385489458759964,11
mmmmm,1986,7.903937134252917,36
nannies,2003,0.0,1
controller,2011,0.0,3
lamar,2013,0.4236592728681617,39
crucify,1999,3.5901098714230026,18
thirtyfive,1993,4.946086141176883,69
sube,2012,2.6121886248440607,34
followin,1996,10.74763359567941,86
cinnabun,2002,2.6683328128252666,25
gibson,2015,0.0,9
flashin,2003,6.311753741561662,136
nevernever,1986,4.6954892234589405,42
busted,1995,8.421833097804345,165
oppan,2012,0.7302967433402214,30
sends,1996,7.356891545415712,218
kiffy,2003,0.0,16
ddancedancedance,2011,0.0,1
steve,1992,5.5736606849230546,137
induced,2001,0.0,11
indifferent,2015,0.0,7
generator,1988,0.0,15
treated,1998,8.68625495003155,439
skipping,2006,6.698258480132479,75
loosed,1988,5.253570214625479,15
bellsburg,1994,0.0,2
iran,1996,6.647120468768096,38
aretha,2010,6.70966525566941,51
equita,1999,0.8090398349558905,55
iraq,2006,2.860387767736777,55
harriet,1994,0.0,2
womacks,2005,0.3492151478847891,41
oppas,2014,0.6666666666666666,9
imagining,1997,6.900227437275628,137
loosen,2000,9.217260695935757,190
buster,2000,4.502524544378106,99
runner,1994,11.744033808580738,103
hoohoooh,1985,0.0,3
costello,2000,0.0,2
spazzin,2014,0.6666666666666666,9
noseyass,2008,0.0,6
redeem,2006,6.635002322075969,43
hummingbird,2011,0.0,1
1s,2003,3.4854193647462495,27
popula,2013,0.0,9
broncos,2002,0.7947194142390263,19
35,2006,1.4142135623730951,39
36,2003,8.269707352832537,67
33,2001,2.6273990573286756,31
saviour,1983,1.5472360498448172,33
mariah,2008,7.692820495727635,78
1x,1989,0.6666666666666666,9
37,2011,3.0,41
delirio,1983,0.0,11
sheading,1996,0.0,9
38,2014,1.558387444947959,21
danced,1996,12.79003719878843,388
2k,2000,0.9393364366277243,17
staring,2003,9.370286800075041,1143
43,2015,0.0,2
42,1999,12.040441114104675,36
reverened,1998,0.0,17
whiffle,2003,0.5619514869490163,19
shockin,1994,0.0,6
eras,1992,0.0,7
40,2002,7.0063236742653725,350
opportunities,2003,0.0,17
erased,1998,3.946240683736939,103
wurrs,2004,0.0,9
dancer,2000,11.535696301334676,166
dances,1994,10.95191510396444,54
questioned,2004,0.0,17
billionaire,2005,10.590271297461937,39
22,2005,6.961025955485382,68
induction,1986,0.6324555320336759,10
23,2004,10.403670680887762,55
hahhah,1997,0.0,28
24,2001,8.256238103755202,139
25,2002,8.049956633535475,222
26,2001,6.26883127975503,114
27,2011,2.169869427715256,24
relive,2005,6.0,40
shacks,1983,0.8660254037844386,12
28,2007,7.3569694847810805,40
upheld,1990,0.0,8
1i,1995,1.1239029738980326,38
30,2001,6.96872346962602,103
32,2006,7.751832627895748,33
crime,1995,8.5793743646036,918
twelve,1998,8.317821681059275,419
ferraris,2010,2.6874192494328497,36
spying,1983,0.0,13
19,1993,8.645808232895291,20
17,2007,7.968688725254614,136
18,2004,6.717550907591131,255
15,2002,7.544364200690509,109
occuring,1988,10.392304845413264,4
16,2000,8.774964387392123,85
singin,1997,9.99824843417148,885
13,2007,2.1901164739555576,59
14,2006,7.518807587142228,77
11,2004,6.702386576108755,141
12,2001,7.756164531216065,272
21,2004,4.502136245076416,104
20,2004,8.645076869849285,514
allegations,2001,11.788614361808115,35
figure,2001,8.635641511901943,1689
loosin,1993,2.359071298478354,46
pinned,1995,12.35894776037142,39
sailin,2010,0.0,1
proceeded,1984,2.6186146828319083,14
underage,1991,13.405060692660554,23
erect,1985,0.0,2
byron,2005,0.0,12
pitbull,2009,4.56012465203587,190
04,2010,0.0,1
06,2007,0.0,13
07,2007,0.0,13
nutinyour,2009,0.0,11
seller,2000,0.9682458365518543,16
02,2004,0.0,18
ninesix,1996,0.7669649888473704,17
03,2003,1.6230053424013782,41
playdoh,2007,0.0,19
10,2002,7.986069804626664,714
thumps,1998,0.0,11
plots,1995,0.0,15
selener,2012,0.8366600265340756,20
whizz,2004,0.3651483716701107,30
bustin,2000,8.221581696632686,286
5x,2005,9.848857801796104,36
salad,2006,7.94060397509923,94
recording,1990,5.991221648554263,38
klan,1990,0.0,8
equina,2010,0.0,1
glassesare,1995,0.0,3
palpita,2014,0.0,24
unreal,1996,7.419111124423411,162
82,2003,12.925216612877167,49
83,2006,2.84102597162162,14
80,2004,4.689463874322034,112
lassie,2012,0.0,10
86,2007,6.615029908447518,58
doanin,1993,0.0,11
87,2005,6.269757503678238,71
klar,1983,0.0,15
6s,2003,5.23681605789648,33
dancin,1999,9.176662531296682,1383
85,2003,1.0408329997330663,36
67,1996,9.227197649914531,85
expedition,1998,4.891122255993702,65
66,1988,0.0,11
69,2000,6.905177874717022,135
rentin,2007,0.0,1
68,2008,4.341215710622296,39
questionin,2000,2.884125832584601,44
princey,1988,0.0,10
4x,2002,9.894120325793324,141
generates,2003,0.0,23
submachine,2015,0.0,1
white,2001,9.703597020406557,3905
relation,2000,8.457052626679982,69
5d,1987,0.8660254037844386,12
properly,2000,2.632594833155219,72
habitat,2000,0.0,14
rulla,2008,0.0,8
5h,1980,0.9045340337332909,11
beatch,2001,2.2846251760676086,41
flattered,2006,4.096658235153645,46
suppers,2001,4.450583367120799,26
5o,2011,0.5590169943749475,16
73,2000,0.0,2
74,2006,0.5773502691896257,3
75,2008,3.8826056799102897,67
5s,2013,0.674199862463242,22
princes,1992,1.0,39
lukes,1992,1.3867504905630728,26
republica,1999,0.0,9
3x,2004,9.690639645143458,153
cries,1993,7.909382613917051,480
59,2011,0.0,22
broncin,2000,0.0,7
57,1996,10.423873697294248,35
56,2008,8.613942186943213,60
3s,2006,7.3484692283495345,10
55,1995,8.405391270466744,83
beater,2002,8.080560286604793,44
singer,2000,10.138800500579503,127
straddle,1992,8.82885711452609,39
cashews,2011,0.0,1
unschooled,2008,0.0,14
vanished,1995,11.764227931467897,68
4h,2000,0.0,9
chapard,2008,0.0,5
sailed,1997,10.058088168965257,109
64,1998,6.7648620664893055,131
civilizations,1995,0.0,3
65,1998,13.248376523917205,77
4s,2005,1.6216132799251584,27
62,2011,3.5139473654220437,23
beatfa,2000,0.0,2
63,1994,0.5,24
photogaph,1983,0.0,9
60,2009,3.4247870980057527,48
61,1995,1.5430334996209192,21
