Song,Actual,TF-IDF,TF-IDF Error,Custom,Custom Err, ,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,
911,2000,1998,2,2002,2, ,4.643736709470058E-18,9.727406159337146E-21,3.704064544569469E-11,3.983599571285326E-13,9.108554054097302E-8,0.01847362065013188,0.0032519237560691416,8.271253996551141E-4,1.8338068887446894,1.3082117656405772,29.938119532817474,22.802805286504125,32.63712288989844,40.8225103411672,33.253347120816535,30.177369793118817,20.57236769814091,64.43373082532665,120.73355133774402,21.048470832858236,50.33903764114733,49.96798394826014,78.17036418893136,93.74042955247884,118.09388186058501,88.29920737658578,109.54199510255214,79.02693475361244,53.71211876701892,68.92678384686849,46.00599928268455,73.6624669405146,35.52212747185724,49.46552952106161,53.02869626952251,23.91261128175473,
1979,1996,2011,15,2011,15, ,3.3666029537195923E-7,0.003068335653531337,5.347197305344224E-6,7.0676885946915355E-6,0.049431824090248405,1.3040488305462112,1.6571734855170424,1.6142942501074784,0.005276760395083593,4.338135300097465,17.631835797172236,33.939369789005895,36.19051090844206,45.00926894255945,38.78126445722423,24.216583110486372,47.995992522595394,30.886351694838016,61.009036957027774,26.88606293730293,11.999936209848464,25.940056497090424,50.07204046456943,63.62558723148569,74.93981441076508,59.42076889813904,44.878577270106454,48.406831625074226,41.803426303803754,36.07744476423114,53.53115739433447,81.06188282028602,80.39746929377291,79.48424972433085,42.72727708177039,35.1122620153335,
1985,2004,2002,2,2002,2, ,3.765391029356456E-15,1.8407772531977508E-26,1.0882764387865668E-24,0.0036082237969086344,0.575056055005004,0.012688212352488203,4.606068248539024E-10,0.01269893832861853,0.6233647041159297,2.009783247022885,66.05430695632106,22.276060887640313,31.315000240146627,46.87061070541537,72.584016852281,29.121316148037756,21.945049026988684,44.88871821488845,69.33642687696283,21.913132499061536,26.13307304723249,70.02004781921264,176.8804488032374,124.04288843322895,109.60206684667001,68.43508347857659,86.13848220563509,78.96915938754671,99.5988159699693,68.55405532996178,70.25443244424785,73.77043038008354,42.59288446186485,60.20373147701182,42.40300678940229,78.45102458108785,
#1,2001,2004,3,1980,21, ,0.0,0.0,4.189576957189295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.844494447287737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.206780677317475,0.0,
#Beautiful,2013,2004,9,1980,33, ,0.0,0.0,4.189576957189295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.844494447287737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.206780677317475,0.0,
#SELFIE,2014,2006,8,1988,26, ,0.0,4.036602786361868E-8,4.503740079644721E-10,4.193907628216268E-5,0.5203281951134126,0.0062819227357518844,2.79235489331876E-4,0.47602265413271,0.8145471479989251,0.8011963351829845,15.635296938447368,20.44755694347749,24.917115430242653,41.988562669783484,25.110527843866127,35.03580127363869,30.659489512461224,25.011720043479272,86.46149250342262,13.007487666809759,32.14460204052267,80.39641005196687,50.898084754950865,78.43423135036267,109.13076612747923,93.65831136564726,120.07877152334265,106.92937537185126,73.68804471739524,80.86083670709593,89.8904517852007,91.38981404236714,58.46657101121282,75.47647316393885,69.41972210855154,35.99797255734988,
#thatPOWER,2013,2013,0,1980,33, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9640934055752739,1.446140108362911,1.6068223426254566,1.1247756398378195,1.2854578741003655,
' 03 Bonnie & Clyde,2002,2006,4,2006,4, ,7.747202454866572E-5,5.175726930020683E-10,1.238513740051552E-6,0.3477602255310265,1.3525332915344974E-8,0.04358923059243651,6.140438059917784E-4,3.811746613612054E-4,0.009235985480260438,1.9294872419385405,27.382903468033508,19.808392329114632,48.36418912013318,52.65863395907134,46.15151559517224,77.22277529666623,29.45234048574591,109.6465273416067,129.03124420106087,39.63045105435441,50.22545532306872,92.78667236018251,170.04004569440843,169.1848890442325,199.44156088729355,184.4353472488787,221.9435299104777,112.68459585983527,140.69498539183886,86.88617019898022,97.78774240701513,101.61099294853342,46.19839437081428,45.57225146082082,49.03283229018606,39.83186983592547,
' Til You Do Me Right,1995,2004,9,1980,15, ,0.0,4.694568514968228E-6,2.0262939515908906E-11,3.616685908363959E-4,3.8762744109497927E-8,0.8909941884873998,0.7238778001694965,1.3635529011570982,0.23264681178732316,1.7016705043996132,20.54231824067386,32.800324069102686,29.228405246489153,23.723728475932564,13.788115246114593,26.76279582871543,14.072515295319873,55.181236307686795,66.63430354482098,9.054850638548865,21.127783847386063,31.857283318834696,59.74976878667914,54.05744018105136,94.12560410684573,56.55361425076036,62.374280320753506,62.850099584472886,29.311893825231607,34.09502669120847,33.22633374257916,42.5122155103503,31.173388371892877,20.35127797503495,9.767799211856776,2.4708760245240877,
(Can't Live Without Your) Love And Affection,1990,2005,15,2005,15, ,4.659425482159801E-11,9.218225339169965E-6,3.833601812200667E-18,1.3703927698449467,1.0774652001160803,0.038775557204805675,0.07318391438407983,1.0433996949853819,3.3543181191410145,3.132673035689516,30.912014267312284,38.748017228802645,25.21842897660795,28.297272067615893,15.713498392970278,28.66638686380067,5.417729138205207,36.8556963373321,55.92037713542953,19.93583389307898,43.81342052374028,27.75112789051509,24.258377671402553,48.54524057666619,63.091875786137024,77.92912350542314,50.447752618849485,48.30807804135591,29.80505849488947,36.61173118969611,32.73659160406304,57.11703107906636,24.57226720241586,26.834433642140233,13.730821526312324,7.222510933978681,
(Everything I Do) I Do It For You,1991,2008,17,1980,11, ,0.0,0.028287032641131214,0.8329392791357891,0.0,0.0,2.010725539810422,0.0,0.0,0.0,0.997481697794474,16.517255842885355,1.0026340281671657,9.923115031403166,17.42927115517663,0.0,4.975592878438805,11.992549060687523,1.8062144459630414,0.9413145754794656,13.28150130722523,0.0,1.2123225042373351,14.130893117447732,6.360252764186304,8.150142468544807,1.4483299841212558,4.218857309689814,12.77340934693887,24.20793749483497,1.7646341900014133,0.0,4.553082187375777,0.0,6.307675325007842,1.8621385510130435,0.0,
(God Must Have Spent) A Little More Time On You,1999,1999,0,1999,0, ,0.0,1.6264006534715715E-9,5.701401176971534E-6,8.537865114577435E-5,1.3523939268723143E-14,2.4364472548708083,1.3184437907904718,2.571837492421447E-4,0.36397594662305116,1.7943963359166872,25.962658578935798,31.40980523543806,19.698427389577525,21.731396639113054,13.143770041326423,16.36241660752456,20.81751288886177,34.994452017733224,64.89418109098429,104.11709841108902,22.293896446716538,36.59926575746151,39.78188892053282,40.13281227165378,64.76217701900629,52.09501086351314,53.13841183946008,41.50506666301803,32.42496852218407,60.47134665707258,25.1741320181572,63.05225757402258,25.01005519934333,30.494591287265806,24.91826532668863,7.308650496047024,
(Hot S**t) Country Grammar,2000,2006,6,2002,2, ,0.2385007222217873,1.978384246609008E-9,1.503106860634888E-28,0.09428389837193597,0.2915685163334979,5.718092438120221E-4,0.044254292747515606,0.47635809163489184,3.128759719686831,2.7946998869958937,23.499426503622672,73.06404282870787,70.17988969323474,230.45559279799022,161.6503100638585,147.80616831085985,120.48588213959574,212.74110054966454,375.0200503741437,87.04596785411333,109.35479619137179,243.63942109121805,301.1227967201776,389.5773036687859,450.27699612047263,352.89882053260396,483.7438825604704,298.4735333188136,220.94010204357926,271.9363265217192,228.2432098963309,221.36714079756453,163.24002243435103,189.08905041774767,102.52128899968857,108.43500826102405,
(I Know I Got) Skillz,1993,2005,12,2013,20, ,6.952309921071252E-25,6.639109176805251E-18,3.3458809473070013E-12,5.509637049498896E-40,0.05108053603608276,0.004283717956770431,7.279877945487187E-12,9.169836862275756E-6,0.0553447650052551,4.001243783235415,64.74407788221933,55.79521952714682,78.6612898413618,229.15191264308928,126.65586761058499,110.90748276765547,70.10188859435813,163.1565684822192,249.0461315473885,91.44219689365012,49.43730010647096,101.73344853432278,155.2713809753731,271.0539807230212,294.7125122189161,323.69439186345807,279.6607219820169,150.680479625137,189.19184095520828,171.1722986594108,185.96376528126913,228.85868026358574,173.85287754091965,211.45927652328848,122.71911174207806,113.23797277381836,
(I've Had) The Time Of My Life,2010,2011,1,2010,0, ,5.996335245470885E-17,1.4611161047938412,3.1123788083647104E-7,2.563836273754592,0.10098017954458484,2.4187998795360697,0.729325894844767,1.5523101477930543,2.4454296640057938,1.771957974560023,19.908605557211004,25.909309772007006,29.52475616586104,34.412354090166986,8.77117424109522,21.87384854543536,20.150111995151352,18.513238684242445,59.61959713753322,23.324645455946328,21.046045508416,28.953416998418824,36.47714527677683,26.737502396946333,51.572476891213334,53.774474698066115,71.84308591981826,35.76053339021703,34.783538838754936,39.66769417930355,73.40938641447246,89.51212475738559,32.253828257657965,27.057778174568856,10.729918257943485,7.1509371972921105,
(If There Was) Any Other Way,1991,2004,13,1980,11, ,0.0,5.130349214325334E-5,1.8602177949523162E-15,0.0010558721751997362,1.155855365533728E-13,0.02425537728983424,0.7331844078063049,0.10156472667894972,0.21291299390631147,2.81770638890234,32.32669181156978,18.343990783902353,20.395798329627976,20.785159449227383,5.955910572100436,13.496894076460668,19.50606091205941,19.68009409856079,43.56079021052835,16.521282336260885,22.095969970974668,29.350976086146005,39.508087182933075,37.866829463234936,69.88989965474507,54.50181207306121,56.86860042744215,25.415751755603853,39.66359276986195,30.639299562835035,35.07346025609774,48.905165902098695,16.611301155081957,29.84907422615538,18.395855792227746,6.12590842296966,
(It) Feels So Good,2011,2005,6,2005,6, ,9.73862172773862E-12,1.267539309490456E-5,1.033788800339608E-4,0.0,1.5632762544455654,0.10388913776243183,2.594938379219219E-8,7.932742325352153E-4,0.0591187428349093,1.0762309015518559,20.481121177204134,28.243876186673603,13.976701775909007,16.33888054922935,18.75569921464188,20.30838018819335,26.548551109182924,42.813792071419414,66.73610859968295,16.28313153841826,20.127061890405287,49.501614431076554,35.057571648244746,59.419360175137065,99.20523796028318,101.23664014288629,48.782736157888934,45.50619830849098,36.58699704580347,38.47013491947747,34.841658625389286,61.722282750768365,19.095576360664033,34.55211150698118,7.657293778461578,15.373605044912715,
(Kissed You) Good Night,2012,2004,8,1980,32, ,0.0,0.4370869657683312,0.023488701258942982,0.4016053867020235,0.5256893876131447,0.0024178601909451867,0.010565016692223646,0.7022900540547211,2.054933907239978,0.1944258817084487,4.115531809315618,9.489177692542215,12.619035623343763,7.233931817992166,22.309330507517103,13.26175377791217,16.422179125807553,10.342147975054372,36.500335036199914,9.96444816162834,22.162837551091148,51.88815626582737,31.78889377870493,48.20065388951938,67.87818793271262,64.53720208372047,46.7165211226437,28.76242681217847,34.006156053099694,38.00823520970975,25.159560337754524,46.70209286973677,22.13655706926634,45.11718000775394,20.536469700464398,12.821202923845537,
(Lay Your Head On My) Pillow,1994,2004,10,1980,14, ,2.3904729994437827E-7,1.212655696327426E-12,0.0,0.0,0.0,0.02406905877940515,5.524677332139544E-5,5.715631488437623E-4,0.10270749069310406,0.7164923580836435,8.82146107042996,12.391372088062708,8.774235341632735,22.540515093204057,9.338695777779307,0.0,2.4713128431193163,20.599597435702698,20.1951266268055,6.364309495447887,8.417619082324931,17.22117027682156,12.81360192450539,20.829961943779104,45.898247560574866,25.37615816337163,20.227082282265105,18.973853824177702,19.9127782436115,14.55468959203124,23.570255534926947,22.46314116826388,2.4437012734533545,10.340547592155986,16.770923790505094,6.778358185496069,
(Meet) The Flintstones,1994,2010,16,2011,17, ,8.519713262628229E-5,0.03754158113602696,4.083113830256801E-4,2.4733789281350748E-6,0.2576219651529401,0.01045389896390991,0.8609603486484559,0.48538764637855003,1.1951767674705218,0.7616865530415665,27.750183262412907,15.917153218379148,24.558460547362767,12.080784492650618,14.648215450266992,7.470936133082056,15.344153370107438,10.873885711667423,22.539809230728043,3.178873166731348,12.239614899436008,12.86195329121447,19.885609213507998,25.165750193286414,31.223220906498327,20.164116700479212,36.26669810092155,13.38641087998384,2.6090791669225495,16.198387982843858,85.83751829772146,58.955573744389135,6.01131834414942,25.360256000956316,2.401252564155338,4.055564116233128,
(She's) Some Kind Of Wonderful,1994,2003,9,2003,9, ,0.0,0.0010778931552700578,4.0119879633462444E-5,0.008635133160435206,0.7903394421655342,0.11589374269242264,0.27912777826426205,1.1217816704561654,1.1862837139923088,2.670009466942503,29.86466266891405,20.59967934839379,20.08974388728158,13.649239032066314,15.801939724694982,12.298477309518184,5.990912761614427,41.82757858914737,37.22779532870434,10.830589546238777,20.660479987526678,49.65345546908041,36.98143481861781,60.69772777185361,48.32019583046228,48.11425600701689,52.924485463759275,50.854288764383206,33.36775756496802,32.5008957316663,37.389606494280436,59.41522453044105,18.97512130564357,15.797253273856715,14.037450537014681,5.001331046824428,
(There's Gotta Be) More To Life,2003,2011,8,1980,23, ,0.0,0.2403978308951049,1.0722043138544563E-14,2.5743853210349527E-6,1.8054828653442037E-7,0.005711630740733006,0.0,0.021698031405425887,1.5466129228620067,1.6803894041996081,14.711037383680177,16.745513386614736,18.740278743894976,7.184630851180632,0.0,16.478960836398915,8.741314570738357,19.58022389799772,28.351388212533788,9.429199986580851,13.64421012252124,26.139507854407455,12.965439542644294,26.940254562843155,52.66422545847709,29.703129543385792,33.90484449689277,24.926918037716927,20.441252088469874,21.036533334930358,26.007834385437373,63.08832111937966,14.369191848087295,26.119428784928424,18.728109378823174,3.5241849609412315,
(When You Gonna) Give It Up To Me,2006,2006,0,2006,0, ,2.4950260975691917E-7,5.763215763405643E-5,3.482848052441652E-9,1.4394869405943666E-5,0.005625391632206373,0.042788860369693225,4.879748632505549E-4,0.24548570579963003,1.4577585284174657,0.6213636314958121,23.342841546842532,62.41673665238785,34.59338454764958,66.66129308495962,30.652144709496227,37.090597519040166,30.527443307633636,57.27208978552402,112.08966935269453,34.66926514267391,26.87538941309808,24.344363581606213,88.23147506499137,131.4526745588386,108.1960825907581,117.40834878354616,173.08079411095096,93.96149518058895,48.011454236594986,50.959163629339606,62.29558492311292,63.90592797039084,36.02213117788564,49.04397272688236,55.18882530828824,22.752284716591653,
(You Drive Me) Crazy,1999,2004,5,1980,19, ,1.5062858907149177E-11,4.315152938078421E-5,1.2862744175385789E-8,2.0741946919830755E-10,0.5317058566439384,0.004283719924804583,0.0552901960835091,0.6868020363000149,2.508455228061589,1.7716941968302664,5.548870579557954,10.685567993476164,11.761109131933974,17.336907294905178,3.051875170729141,18.010341216231765,12.507020837314002,12.422944204379196,43.457604415037636,1.7018741815135143,25.954445880667997,13.875744287190328,19.61022444918718,26.244296369784877,51.643718000596095,43.095855458428,44.561375485277225,40.0829178455484,30.223985541608425,24.358511519628422,24.528839167250226,31.28812786542786,15.900026907149513,11.629368746702752,4.912916848966481,2.434736718289064,
(You Want To) Make A Memory,2007,2011,4,1980,27, ,2.0017366593925943E-10,0.2204415887467058,2.520060424055203E-7,1.690183147429297E-14,2.6589445358914355E-5,0.10142869422377618,1.6878164730348676E-8,7.829670793160824E-6,0.012971473298268612,0.5495306339772857,13.31719741605567,18.222691829003274,15.395131793010062,32.851563793673364,18.287128371444318,22.92929635197302,14.653861826758051,28.23085291081865,57.75733363256673,14.414688360143419,27.908831869318945,25.920048913512428,47.634802225175285,50.25897043165258,56.07026630180916,32.35673833706787,64.57739199872594,49.59963321408581,47.387401254063604,42.52294542545462,54.88362964893083,65.05996698164931,29.638807229701293,15.126087568496889,13.04151912497499,18.384793867311327,
*** Flawless,2014,2003,11,2000,14, ,1.1055166971138717E-35,7.720655167520259E-21,5.018561855885457E-33,7.493153057489727E-4,4.0228500930976577E-10,2.675877008073912,0.01830483768475531,0.008772241126786883,1.064290596709789,5.836500223378595,27.547133109606246,55.161882314028276,38.90445137612365,76.43310237488552,73.49504057569466,47.38617238053501,48.589760781223504,78.21850995748774,128.66373365008545,40.988106310356606,73.86281728428928,76.48887607800013,92.10783716463817,201.94124822532487,176.15559479771048,150.91185270953352,173.91616568729336,137.51676233711123,68.31393791851313,86.70154074887361,79.39061530125689,161.70124840240425,136.4311529504256,119.82895605514685,48.11376722332032,50.340138297526316,
... Baby One More Time,1999,2006,7,1980,19, ,0.009050821013292229,0.0,0.0016801991178082394,5.477636291799412E-5,0.5897756047902301,0.29469183051416725,0.0,0.4482255058580367,1.883023024334053,1.3330923901531806,10.956476424005073,12.805025145635383,16.9632131563654,6.044972457934772,9.939656627164856,7.202408770176119,9.917682406711988,14.436705997098652,43.288071947905266,6.255943546653015,25.650635395084944,17.715218226324076,15.635967404556322,25.440128696592645,42.65123405810874,46.51506206772889,52.3658655445867,27.819122523716047,27.176679642470432,22.262263235711636,21.746598861105905,27.20980033959276,10.124501843376605,7.147166039647189,9.582892048504558,7.3415920019524705,
0 To 100/The Catch Up,2014,2004,10,2013,1, ,9.020801960731432E-61,1.4611117470610973,2.3438753044835568E-20,1.3815895547406782,1.0398166306340246,0.024123324218840413,4.083682478290616E-8,0.835943096637219,3.8340010787074386,4.002711365034739,60.46950724339994,76.84334392147125,57.91903676074971,111.43257226168805,74.15359000763209,80.38140749391897,84.42020948528746,191.9153156881182,252.57467134618946,73.44297044377453,104.56765803288047,223.4592661874044,244.2399947975342,226.45253104179733,307.3384076533666,239.32481219699588,298.9995540237266,188.30977964540608,138.6163289389346,183.16281211671173,216.37320616537804,265.2587411357352,128.38271113248285,202.30262342845268,183.00541665383273,102.52300394585748,
1 Thing,2005,2004,1,1996,9, ,1.9967956454920797E-19,0.01558826291236266,1.0207047304306422E-17,1.9697362203918077E-4,1.1779101656302296E-14,0.013602312872122314,2.0662474321863757,0.04473038794326961,0.28742630126199764,0.73434049980497,20.56519201733317,28.979008517621175,15.070294246912967,28.92994365385946,4.944138359237856,31.424522982072535,48.8025278436906,20.674470912691397,59.455022700024195,7.086933067931181,13.760071740624872,45.17572762380405,33.901462077813655,54.761992774840394,82.552671639894,62.69031548038959,69.22126550185982,69.3223648163104,43.25559234210577,32.05524730541743,38.15622229395754,57.922790423943134,14.959350370004875,10.730757647767266,24.464490637238704,8.426888808405634,
1 2 Step,2005,2005,0,2005,0, ,1.576948071370069E-25,2.0708956418660757E-32,2.3339094474168124E-10,1.2383293030527792E-17,3.705012912584717E-16,0.8722622119653949,0.7238232640075767,1.3660448962485126,3.5485702990132175,0.548310900355862,37.54641542857328,19.19886151000796,25.935549491854484,40.2752760157785,78.77993993545722,40.042353359765336,10.838251041518399,52.808233017898985,83.22010902955573,32.73948423825399,32.60288379154441,50.485208275543606,57.37735466320154,105.57538142560266,163.78592540203567,181.99984507100442,159.0552751477093,91.03803390052505,62.384896979529366,69.3898692573783,82.7474977002268,113.64198484390309,33.953761310495246,70.89594144549213,45.54351378680616,34.57433166811145,
1234,2007,2004,3,1992,15, ,3.1496452538963856E-14,1.3942345508648106,0.2562036595539734,2.1180583741181783E-5,0.0,0.007615497722184164,1.5536043340956631,1.26583739231913,2.3001691191784843,3.402499831486552,33.85979430566611,18.29668709386558,35.984779807345205,13.024309449847994,10.397113537302003,23.803758831934363,4.008100719103508,17.536739359068786,50.44733969941229,7.21381113398674,10.372757557764988,35.80709703803298,30.8046821517376,37.16923412726472,51.2373699101041,26.148902258580474,48.33298432045807,29.851213476512125,39.720927844262214,34.734346402686356,31.24614639994368,48.676907814506016,11.229781578339342,27.153433589768742,19.929018950735394,18.55048638212859,
1234,2009,2004,5,1980,29, ,0.0,1.7015067757360336,4.5948874654870376E-7,1.3814103046961073,3.034475051784002E-8,0.010154002880417942,0.8639724892289193,0.020896400832103427,4.097442564459946,0.4656839188726182,12.702692255283912,10.772930444709994,15.039266292726841,15.477375227014285,8.363257344935693,16.108013074307316,9.768567678317511,19.47905341049318,41.29379143011685,8.231758268832404,14.835946525727481,24.814405962435963,22.10758157350568,39.669616146069295,46.666242918769164,27.50863899744965,39.28160991901399,35.436681531997394,18.90820508927464,12.18454150874969,38.23022968049756,43.96384720195889,21.030937903085313,14.318402418906159,8.817259445100456,10.208691784788446,
1234 (Sumpin' New),1996,1998,2,1998,2, ,0.04692929581297398,5.120734930508075E-4,1.2833257259911865,2.337606612232346E-5,0.0,1.3030396113578575,4.02686818597906,2.322067547413971,1.1077514456606217,2.335000869052448,6.07232563619805,30.249489964085523,15.732722346643007,26.41185903399549,11.50063563628843,11.477658245259075,17.649205523061035,19.03497589869942,61.99647151742434,9.96076415568816,35.43249316780155,28.725015105484083,46.45362088324127,43.875112063448796,40.35150273794307,25.480570441384216,26.454665412684967,28.162620502520472,18.708260525029047,22.975184805740366,28.304551086770587,29.049065349520426,17.6576512908894,20.24797520283497,10.001313206419333,0.0,
