Song,Year,Complex Narc
Life After You,2010,1.5
Life Goes On,1991,5.25
Life In A Northern Town,2008,0
Life In A Northern Town,1986,-1.92
Life In One Day,1985,2.592592593
Life Is A Highway,2006,2.857142857
Life Is A Highway,1992,3.870967742
Life Of The Party,2014,-14.9122807
Life's What You Make It,2007,0.422222222
Lifestyle,2014,10.02531646
Lifestyles Of The Rich And Famous,2003,-1.37037037
Lifetime,2001,6.857142857
Lift Me Up,1992,14
Light In Your Eyes,1998,5.5
Light Of Day,1987,2.105263158
Light On,2008,4.705882353
Light Up The World,2011,-4.925373134
Lighters,2011,2.869565217
Lighters Up,2005,0.448979592
Lights,2012,6.612244898
Lights And Sounds,2006,0
Lights Out,1984,0
Lights Camera Action!,2002,11.10091743
Like A Boy,2007,0.5
Like A G6,2010,2.647887324
Like A Pimp,2003,5.192307692
Like A Prayer,2010,-2
Like A Prayer,1989,17.76344086
Like A Rock,1986,0.857142857
Like A Stone,2003,1.384615385
Like A Surgeon,1985,3.692307692
Like A Virgin,1984,6.6
Like A Woman,1996,-4.725
Like Glue,2003,3.636363636
Like I Love You,2002,6.929292929
Like I'm Gonna Lose You,2015,0
Like My Mother Does,2011,6.909090909
Like No Other Night,1986,-13.24324324
Like No Other Night,1986,-13.24324324
Like This,2007,1.692913386
Like This,2007,2.206896552
Like To Get To Know You Well,1985,-11.92592593
Like Toy Soldiers,2005,1.892307692
Like We Never Loved At All,2005,-6.891891892
Like You,2005,16.32544379
Like You'll Never See Me Again,2008,16.76271186
Lil Freak,2010,21.41732283
Lily Was Here,1991,NaN
Linger,1994,0.888888889
Lip Gloss,2007,14.24409449
Lips Are Movin',2014,1.5625
Lips Of An Angel,2006,4
Liquid Dreams,2001,5.032258065
Liquid Swords,1995,0.981132075
Listen,2010,8.783333333
Listen To Your Heart,2005,0
Listen To Your Heart,1989,0
Little Bird,1993,0
Little Bit Of Everything,2013,2.333333333
Little By Little,1985,0.222222222
Little Darlin',1982,7.228571429
Little Drummer Boy,2013,1.434782609
Little Good-Byes,1999,2.093023256
Little Jackie Wants To Be A Star,1989,0.307692308
Little Jeannie,1980,6.433962264
Little Liar,1989,0.9
Little Lies,1987,17.61290323
Little Lion Man,2011,4.921875
Little Man,1999,-3.294117647
Little Miss Can't Be Wrong,1992,0.428571429
Little Moments,2004,1.523809524
Little Red Corvette,1983,1.189655172
Little Talks,2013,0
Little Talks,2013,0
Little Things,2013,2.84375
Little Too Late,1983,4.210526316
Little Toy Guns,2015,0
Little Walter,1988,0
Live And Learn,1992,0.326086957
Live And Let Die,1992,-3.153846154
Live Every Minute,1980,0.303030303
Live Every Moment,1985,-3.450980392
Live For Loving You,1991,1.107692308
Live Is Life,1986,-9.153846154
Live Like We're Dying,2010,-40.06849315
Live Like You Were Dying,2005,1.032258065
Live My Life,1988,9.256410256
Live My Life,2012,1.178082192
Live To Tell,1986,3.137254902
Live While We're Young,2012,-8.7
Live Your Life,2008,9.597122302
Livin' In Desperate Times,1984,4.666666667
Livin' It Up,2001,6.347826087
Livin' La Vida Loca,1999,1.636363636
Livin' On A Prayer,1987,0.552631579
Livin' On The Edge,1993,-1.5
Living And Living Well,2002,0.705882353
Living Eyes,1981,4.617021277
Living In A Box,1987,0.125
Living In A Fantasy,1981,4.03030303
Living In America,1986,1.466666667
Living In Danger,1994,0.162790698
Living In Fast Forward,2006,1.263157895
Living In Sin,1989,-4.519480519
Living Inside Myself,1981,4.828571429
Loca,2010,0.055555556
Locked Away,2015,22.98461538
Locked Olut Of Heaven,2013,6.75
Locked Out Of Heaven,2012,6.75
Locked Up,2004,36.93939394
Loco,2004,4.064516129
Lolli Lolli (Pop That Body),2008,7
Lollipop,2008,2.092307692
Lollipop (Candyman),1998,24.95454545
Lolly,2013,7
London Bridge,2006,1.819672131
Lonely,2005,15.55319149
Lonely And Gone,1999,0.642857143
Lonely Eyes,2015,4.68
Lonely Eyes,1980,-5.571428571
Lonely No More,2005,11.05263158
Lonely Ol' Night,1985,0.833333333
Lonely Together,1981,2.898305085
Lonely Tonight,2015,0
Long Hot Summer,2011,6.711864407
Long Time Gone,2002,1.153846154
Longer,1980,-2.888888889
Look At Me Now,2011,9.857142857
Look Away,1988,9.973333333
Look Into My Eyes,1997,23.95108696
Look Out Any Window,1988,0
Look What You've Done,2005,1.92
Look What You've Done To Me,1980,6.096774194
Lookin Boy,2008,2.048780488
Lookin' At Me,1998,29.88059701
Lookin' For Love,1980,0.272727273
Looking For A New Love,1987,7.5
Looking For A Stranger,1983,3.428571429
Looking Through Patient Eyes,1993,4.948275862
Looking Through Your Eyes,1998,-10.5
Looks Like Love Again,1980,2.1875
Lose Control,2005,-6.986666667
Lose My Breath,2004,72.40540541
Lose My Mind,2015,15.44827586
Lose My Mind,2010,12.48571429
Lose Yourself,2002,2.414634146
Loser,1994,1.3
Loser Like Me,2011,16.32911392
Losing My Religion,1991,4.06779661
Lost Her In The Sun,1980,0
Lost In Emotion,1987,5.107142857
Lost In Love,1980,3.471698113
Lost In Love,1985,10.81818182
Lost In This Moment,2007,2.564102564
Lost In You,1999,0.344827586
Lost In You,1988,0.462962963
Lost In Your Eyes,1989,0.6
Lost Without U,2007,15.58441558
Lost!,2009,0
Lot Of Leavin' Left To Do,2005,5.161290323
Lotus Flower Bomb,2011,2.878504673
Loungin,1996,5.844155844
Love,2006,0.914285714
Love,2001,1.803921569
Love All The Hurt Away,1981,-10.18181818
Love Always,1986,0.674418605
Love And Emotion,1990,8.666666667
Love And Understanding,1991,-11.42105263
Love At 1st Sight,2003,2.746268657
Love At First Sight,2002,0.78
Love At First Sight,1991,-1.534883721
Love Bites,1988,6.285714286
Love Can Move Mountains,1993,-19.5
Love Change (Everything),1988,2.666666667
Love Changes (Everything),1988,2.666666667
Love Child,1990,2.068965517
Love Come Down,1982,14.20618557
Love Cries,1989,0
Love Desire,1991,4.075471698
Love Don't Cost A Thing,2001,11.72413793
Love Don't Love You,1993,9.916666667
Love Drunk,2009,4.117647059
Love Gets Me Every Time,1997,2.476190476
Love In An Elevator,1989,-1.5
Love In Store,1983,1.363636364
Love In The First Degree,1982,2.8
Love In The First Degree,1988,8.088888889
Love In This Club,2008,1.914893617
Love In This Club Part II,2008,1.914893617
Love Is,1990,8.117647059
Love Is,1993,-3.6
Love Is A Battlefield,1983,-13.75
Love Is A Beautiful Thing,2008,0
Love Is A Stranger,1983,0
Love Is A Wonderful Thing,1991,0.529411765
Love Is All Around,1994,3.323076923
Love Is Alright Tonite,1982,0.105263158
Love Is An Open Door,2014,3
Love Is Blind,2000,3.602941176
Love Is Forever,1986,1.390243902
Love Is In Control,1982,6.25
Love Is Like A Rock,1982,0
Love Is On The Way,1992,0.307692308
Love Is The Seventh Wave,1985,-1.5
Love Light In Flight,1985,-1.5
Love Like Crazy,2010,0
Love Like This,1998,5.04
Love Like This,2008,15.40566038
Love Like Woe,2010,11.96774194
Love Lockdown,2008,0.878787879
Love Makes Things Happen,1991,0
Love Me,1998,18.51388889
Love Me,2009,24.2519685
Love Me,2013,7.5
Love Me,1992,2.280701754
Love Me Again,2014,3
Love Me All Up,1992,8.75
Love Me For Life,1990,11.86363636
Love Me Harder,2014,12.31578947
Love Me If You Can,2007,12.67241379
Love Me In A Special Way,1984,13.2
Love Me Like You Do,2015,17.2
Love Me Like You Mean It,2015,14.45454545
Love Me Or Hate Me (F**k You!!!!),2006,34.80916031
Love Me Tomorrow,1982,8.1
Love More,2013,-9.583333333
Love My Way,1983,3.275862069
Love Myself,2015,1.5
Love Never Felt So Good,2014,9.818181818
Love No Limit,1993,1.376470588
Love Of A Lifetime,1991,-4.090909091
Love Of A Woman,2001,0.228571429
Love Of My Life (An Ode To Hip Hop),2003,13.37142857
Love Of The Common People,1984,0
Love On A Rooftop,1991,-24.64
Love On A Two Way Street,1981,0.46875
Love On My Mind,1994,11.66666667
Love On The Rocks,1981,2.086956522
Love On Top,2011,4.3125
Love On Your Side,1983,3.876923077
Love Or Let Me Be Lonely,1982,4
Love Overboard,1988,8.307692308
Love Plus One,1982,0
Love Power,1987,-9.205479452
Love Remains The Same,2008,-7.452830189
Love Runs Out,2014,1.272727273
Love Sex Magic,2009,11.43220339
Love Shack,1989,0.344827586
Love Shoulda Brought You Home,1993,15.65306122
Love Sneakin' Up On You,1994,1.181818182
Love Somebody,2013,5.555555556
Love Somebody,1984,0.825
Love Song,2008,7.090909091
Love Song,1990,0
Love Song,1989,2.4
Love Stinks,1980,0
Love Story,2009,3.74137931
Love Story,2009,1.6
Love T.K.O.,1981,0.909090909
Love Takes Time,1990,2.023809524
Love That Got Away,1980,0.571428571
Love The Way You Lie,2010,5.297297297
Love The World Away,1980,2.285714286
Love Theme From St Elmo's Fire,1985,6.571428571
Love Theme From St. Elmo's Fire,1985,6.571428571
Love Touch,1986,6.692307692
Love U 4 Life,1996,4.240384615
Love U More,1993,6.117647059
Love Walks In,1986,0
Love Will Conquer All,1986,-16.93548387
Love Will Find A Way,1987,6.363636364
Love Will Lead You Back,1990,3.5625
Love Will Never Do (Without You),1991,0.357142857
Love Will Save The Day,1988,3.931506849
Love Will Show Us How,1984,0
Love Will Turn You Around,1982,0
Love You Down,1998,21.57692308
Love You Down,1998,14.90140845
Love You Down,1998,14.90140845
Love You Down,1987,3.882352941
Love You Like A Love Song,2012,1.68115942
Love You Like I Never Loved Before,1981,1.6
Love You Like That,2015,0.846153846
Love You Out Loud,2003,1.585365854
Love Zone,1986,3.92
Love's Been A Little Bit Hard On Me,1982,3.888888889
Love's The Only House,2000,2.808510638
Love...Thy Will Be Done,1991,1.3125
LoveGame,2009,2.978723404
LoveStoned,2007,2.308641975
Lovebug,2009,1.285714286
Lovely One,1980,12.25
Lover Boy,1985,1.25
Lover Girl,1985,6.112359551
Lover Lover,2010,10.66666667
Loverboy,2001,13.36363636
Lovers And Friends,2005,11.78571429
Lovin' Every Minute Of It,1985,3.428571429
Lovin' The Night Away,1981,0.970588235
Loving You Easy,2015,1.942857143
Low,2008,2.23655914
Loyal,2014,5.391304348
Loyal,2014,5.391304348
Loyal,2014,5.391304348
Lucas With The Lid Off,1994,31.34375
Luchini aka (This Is It),1997,-1.577777778
Lucky,2000,1.935483871
Lucky,2010,1.323529412
Lucky,1985,0.121212121
Lucky,2009,1.457142857
Lucky In Love,1985,3.774193548
Lucky Love,1996,-3.4
Lucky Me,1980,1.434782609
Lucky One,1994,1.647058824
Lucky Star,1984,8.639344262
Luka,1987,4
Lullaby,1999,0
Luv U Better,2002,3.578947368
Luxurious,2005,-17.02380952
Lyin' To Myself,1990,8.666666667
Macarena,1996,5.142857143
Macarena (Bayside Boys Mix),1996,5.142857143
Machinehead,1996,0.5
Mad,2009,-8.454545455
Mad About You,1986,0
Mad Season,2001,3.970588235
Mad World,2009,2.1875
Made In America,2011,-1.95
Made You Look,2003,4.051948052
Madness,2013,0.689655172
Magic,2010,8.723076923
Magic,2014,0.333333333
Magic,1980,-6.054054054
Magic,1984,0.981818182
Magic Stick,2003,5.672727273
Major Tom (Coming Home),1983,0
Make 'Em Say Uhh!,1998,-8.316831683
Make 'Em Say Uhh!,1998,-8.316831683
Make 'Em Say Uhh!,1998,-8.316831683
Make 'Em Say Uhh!,1998,-8.316831683
Make A Little Magic,1980,-4.263157895
Make A Move On Me,1982,8.695652174
Make Believe,1982,-20.5
Make Her Feel Good,2005,1.956521739
Make Her Say,2009,0
Make It Clap,2003,3.7734375
Make It Happen,1992,2.824817518
Make It Hot,1998,2.582524272
Make It Hot,1998,2.582524272
Make It Hot,1998,2.582524272
Make It Like It Was,1990,2.325581395
Make It Rain,2014,2.105263158
Make It Rain,2007,-1.817142857
Make It Real,1988,4.8
Make Love Like A Man,1992,3.375
Make Love Stay,1983,-8.272727273
Make Me Better,2007,27.73722628
Make Me Lose Control,1988,16.71428571
Make Me Proud,2011,1.409090909
Make Me Wanna,2015,9.107142857
Make You Sweat,1990,3.815789474
MakeDamnSure,2006,1.542857143
Makes Me Wonder,2007,5.033898305
Makin' Good Love,2002,-35.83333333
Making Love,1982,-12.15
Making Love In The Rain,1987,8.509090909
Making Love Out Of Nothing At All,1983,0.515151515
Making Memories Of Us,2005,-4.5
Mama Said Knock You Out,1991,6.514285714
Mama Used To Say,1982,0
Mama's Broken Heart,2013,1.128205128
Mama I'm Coming Home,1992,3.9375
Mamacita,2001,8.4
Mambo No. 5 (A Little Bit Of?),1999,5.537037037
Man In The Mirror,2011,1.777777778
Man In The Mirror,1988,2.205882353
Man On The Corner,1982,0
Man On The Moon,1993,-3.170731707
Man On Your Mind,1982,0.509803922
Man Size Love,1986,22.84615385
Man To Man,2003,8.346153846
Man! I Feel Like A Woman!,1999,0.482758621
Mandolin Rain,1987,3.902439024
Maneater,1982,0
Maneater,2006,1.862068966
Maniac,1983,0
Manic Monday,1986,1.75
Maps,2014,7.329787234
Maria,1992,5.788321168
Maria Maria,2000,1.666666667
Marry Me,2013,11.03225806
Marry Me,2011,8.117647059
Marry The Night,2011,4.285714286
Marry You,2010,0
Marvin & Chardonnay,2011,-1.642857143
Marvin Gaye,2015,1.9
Marvins Room,2011,0.931506849
Mary Jane's Last Dance,1994,0.964285714
Mary's Prayer,1987,7.666666667
Mary Did You Know?,2014,-1.59375
Master Blaster,1980,-7.045454545
Masterpiece,1992,2.285714286
Material Girl,1985,1.105263158
Maybe I Deserve,2001,1.540740741
Mayberry,2004,-3.071428571
Me & U,2006,6.346153846
Me (Without You),1981,4
Me Against The Music,2003,25.8556701
Me And My Broken Heart,2014,8.804347826
Me And My Gang,2006,7.333333333
Me Love,2007,-1.5
Me Myself And I,1989,10.23076923
Me So Horny,1989,24.64
Me Myself And I,2004,10.26
Mean,2010,7.647058824
Meant To Live,2004,-22.24137931
Meanwhile,1999,4.266666667
Meanwhile Back At Mama's,2014,0
Medley,1981,4.111111111
Meet Me Half Way,1987,3.684210526
Meet Me Halfway,2009,13.07142857
Meet Virginia,2000,0.022727273
Memories,2010,0.666666667
Memory,1983,1.111111111
Mental Picture,1995,3.6
Mentirosa,1990,8.139534884
Mercedes Boy,1988,19.12359551
Mercy,2008,11.46067416
Mercy,2012,4.96350365
Mercy,2012,4.96350365
Mercy Mercy Me (The Ecology)/I Want You,1991,4.296296296
Mesmerize,2003,6.19266055
Method Of Modern Love,1985,0.416666667
Miami,1999,1.465116279
Miami Vice Theme,1985,3.898305085
Mickey,1982,15.17647059
Midas Touch,1986,5.746478873
Middle Of The Road,1984,4.888888889
Midnight,2014,NaN
Midnight Blue,1987,1.333333333
Midnight Blue,1983,0.2
Midnight Memories,2013,0.923076923
Midnight Rocks,1980,2.3
Miles Away,1991,-4.425
Milkshake,2003,0.526315789
Mind Playing Tricks On Me,1992,8.900900901
Mine,2010,1.074626866
Mine Would Be You,2013,2.941176471
Minimum Love,1983,0.533333333
Miracle,1990,-3.25
Miracle,1991,2.5
Miracles,1983,0.388888889
Mirror,2011,4.921052632
Mirror Man,1983,0
Mirror Mirror,1982,12.22222222
Mirrors,2013,17.95588235
Misery,2010,10.94565217
Misery,1995,1.379310345
Misery Business,2008,1.102040816
Misfit,1987,0.378378378
Mishale,1995,2.086956522
Misled,1994,2.709677419
Misled,1985,10.66666667
Miss Independent,2003,0
Miss Independent,2008,0.38961039
Miss Me,2010,6.6
Miss Me Blind,1984,22.30088496
Miss Murder,2006,0.363636364
Miss Sun,1981,5.836734694
Miss You,2003,5.451327434
Miss You In A Heartbeat,1994,0
Miss You Like Crazy,1989,1.542857143
Miss You Much,1989,1.35
Missed Opportunity,1988,-5.894736842
Missing,1996,0.265306122
Missing You,1996,7.5
Missing You,1996,7.5
Missing You,2001,4.025
Missing You,1982,7.076923077
Missing You,1985,7.659574468
Missing You,1984,5
Missing You Now,1992,5.060240964
Missionary Man,1986,2.166666667
Mississippi Girl,2005,5.633333333
Missunderstanding,1990,13.05555556
Mistake No. 3,1985,0.571428571
Mister Sandman,1981,1.523809524
Mistletoe,2011,6.5
Mistrusted Love,1980,3.393939394
Misunderstanding,1980,0.416666667
Mixed Emotions,1989,0.285714286
Mmm Mmm Mmm Mmm,1994,0
Mmm Yeah,2014,0.333333333
Mmmbop,1997,6.086956522
Mo Money Mo Problems,1997,6.4
Mo Money Mo Problems,1997,6.4
Mockingbird,2005,-11.54744526
Modern Day Delilah,1984,0
Modern Girl,1981,0.083333333
Modern Love,1983,9.03125
Modern Woman,1986,0
Moment 4 Life,2011,2.153846154
Moment 4 Life,2011,2.153846154
Money,1980,0.545454545
Money Changes Everything,1985,-6.303030303
Money Don't Matter 2 Night,1992,-3.37254902
Money For Nothing,1985,-1.5
Money In The Bank,2006,4.561403509
Money Maker,2006,6.709677419
Money To Blow,2010,1.944444444
Money$ Too Tight (To Mention),1986,1.142857143
Money Power & Respect,1998,4.811881188
Money Power & Respect,1998,4.811881188
Moneytalks,1991,0.5
Monkey,1988,7
Monster,2010,9.031578947
Monster,2011,-7.818181818
Mony Mony,1987,1.701492537
Moonlighting (Theme),1987,0
More,2011,0.204081633
More & More,2003,4.210526316
More And More,1993,-15.75
More Love,1980,1.96969697
More Than A Woman,2002,1.4
More Than Ever,1991,1.375
More Than I Can Say,1980,3.107142857
More Than Just The Two Of Us,1982,-9.894736842
More Than That,2001,1.923076923
More Than This,1997,1.5
More Than Words,1991,5.434782609
More Than Words,2005,3.052631579
More Than Words Can Say,1990,1.894736842
More Than You Know,1989,4.088888889
Mornin',1983,4
Morning Train,1981,1.447368421
Most Girls,2000,3.5
Mother,1994,6.959183673
Mother's Pride,1991,0
Mothers Talk,1986,-15.71428571
Motivation,2011,2.684210526
Motortown,1987,-1.857142857
Motownphilly,1991,-15.51282051
Mountains,1986,1.714285714
Mouth,1996,3.154639175
Move Along,2006,-1.606060606
Move Any Mountain,1992,1.428571429
Move Away,1986,4.714285714
Move B***h,2002,0.956521739
Move That Doh,2014,7.2
Move This,1992,9.75
Move Ya Body,2004,0
Moves Like Jagger,2011,5.510204082
Movin On,1998,4.0625
Movin' On,1998,4.0625
Moving On Up,1994,9.459459459
Mr. Brightside,2005,4.666666667
Mr. Know It All,2011,9.179104478
Mr. Loverman,1992,11.52542373
Mr. Mom,2004,2.7
Mr. Personality,1995,0.979591837
Mr. Roboto,1983,2.222222222
Mr. Saxobeat,2011,32.91139241
Mr. Telephone Man,1985,14.78873239
Mr. Vain,1994,3.928571429
Mr. Wendal,1993,-12.2
Mrs. Officer,2008,0.689655172
Mrs. Steven Rudy,2001,2.555555556
Ms. Jackson,2001,1.795918367
Ms. New Booty,2006,2.090322581
Mud On The Tires,2005,-6.25
Murphy's Law,1982,0.76
Muscles,1982,-1.5
Music,2001,20.13559322
Music,2000,5
Music Of My Heart,1999,36.18421053
Music Time,1984,1.904761905
Must Be Doin' Somethin' Right,2005,0.827586207
Must Be Nice,2005,0
My All,1998,10.89361702
My Baby,2004,7.956834532
My Baby,2001,11.09433962
My Baby Daddy,1997,4.43902439
My Baby's Got A Smile On Her Face,2015,0
My Band,2004,14.58333333
My Best Friend,2000,9.75
My Body,1997,6.722222222
My Body Says Yes,1991,7.892156863
My Boo,1996,8.5
My Boo,2004,6.43902439
My Brave Face,1989,7.304347826
My Chick Bad,2010,15.5
My Drink N' My 2 Step,2007,53.93548387
My Ever Changing Moods,1984,0
My Everything,2001,7.050847458
My Eyes,2014,1.5
My Favorite Girl,1999,16.28787879
My Favorite Mistake,1998,5.909090909
My First Kiss,2010,5.72826087
My First Love,2000,3.446808511
My First Night With You,1999,7
My Front Porch Looking In,2003,5.142857143
My Girl,1981,1.6
My Girl,1982,23.40983607
My Girl,1988,6
My Guy,1982,19.31818182
My Happy Ending,2004,4.421052632
My Heart Belongs To You,1991,0.666666667
My Heart Can't Tell You No,1989,5.924050633
My Heart Is Failing Me,1991,8.196721311
My Heart Is Lost To You,2002,4.736842105
My Heart Skips A Beat,1989,1.65
My Heart Will Go On,1998,4.290322581
My Heroes Have Always Been Cowboys,1980,2.260869565
My Hiita,2014,30.88235294
My Hitta,2013,51.66666667
My Hometown,1986,0.448275862
My Homies Still,2012,7.792207792
My Humps,2005,40.6993007
My Immortal,2004,3.886363636
My Kind Of Lady,1983,1.222222222
My Kinda Girl,1990,19.72413793
My Kinda Lover,1982,5.866666667
My Kinda Party,2010,2.307692308
My Last,2011,6
My Life,2012,4.756097561
My Life,2008,15.63636364
My Life Would Suck Without You,2009,1.2
My List,2002,7
My Little Girl,2006,5.384615385
My Little Secret,1998,3.6875
My Love,2006,7.401360544
My Love,1983,5.862068966
My Love Is A Fire,1990,2.181818182
My Love Is For Real,1995,3.626865672
My Love Is Like... Wo,2003,2.352941176
My Love Is The Shhh!,1997,12.78181818
My Love Is Your Love,2000,0.85106383
My Love is The Shhh!,1997,12.78181818
My Lovin' (You're Never Gonna Get It),1992,0.425925926
My Lovin' (You're Never Gonna Get It),1992,0.709677419
My Mother's Eyes,1981,7.259259259
My Name Is,1999,16.44230769
My Name Is Not Susan,1991,4.102941176
My Name Is Prince,1992,3.593495935
My Neck My Back,2002,17.73493976
My Next Thirty Years,2000,8.45
My Place,2004,-3.232704403
My Prayer,1980,2
My Prerogative,1989,3.767123288
My Sacrifice,2002,2.064516129
My Side Of The Bed,1991,7.35
My Songs Know What You Did In The Dark,2013,1.65
My Toot Toot,1985,7.071428571
My Town,1983,1.454545455
My Town,2002,0
My Way,2015,9.103448276
My Way,1998,6.857142857
My Wish,2006,1.855072464
My My My,1990,8.153061224
My Oh My,1984,20.08695652
Mysterious Ways,1992,1.435897436
Mystery Lady,1985,2.487804878
Na Na,2014,0.558139535
Nail It To The Wall,1986,0
Naked,2005,-6.054054054
Naked Eye,1997,5.022988506
Name,1996,0
Nappy Heads,1994,2.025
Nasty,2015,13.02857143
Nasty,1986,5.5
Nasty Freestyle,2015,2.40625
Nasty Girl,2006,7.264957265
Natural One,1996,-5.322580645
Naturally,2010,4.920634921
Naughty Girl,2004,6.953488372
Naughty Girls (Need Love Too),1988,4.636363636
Naughty Naughty,1985,6.448275862
Need A Little Taste Of Love,1989,1.166666667
Need U Bad,2008,3.348837209
Need You Now,2010,0.622222222
Need You Tonight,1988,6.782608696
Need Your Loving Tonight,1980,-1.5
Needles And Pins,1986,1.195121951
Neighbors Know My Name,2010,11.875
Neon Light,2014,1.774193548
Neon Lights,2014,1.2
Neutron Dance,1985,0.8
Never,1985,0.588235294
Never A Time,1993,-11.5862069
Never Again,2007,2.901098901
Never Alone (Eeyore's Lullaby),1995,0
Never As Good As The First Time,1986,-16.02857143
Never Be The Same,1980,1.909090909
Never Been In Love,1982,4.423076923
Never Ending Story,1985,0
Never Ever,1998,20.13492063
Never Give Up,1983,1.1
Never Gonna Give You Up,1988,0
Never Gonna Let You Down,1991,2.25
Never Gonna Let You Go,1999,4.725
Never Gonna Let You Go,1983,3.942028986
Never Had A Dream Come True,2001,5.2
Never Keeping Secrets,1994,2.736363636
Never Knew Love Like This,1988,3.25
Never Knew Love Like This Before,1980,5.684210526
Never Leave Me Alone,1996,64.31386861
Never Leave You - Uh Ooh Uh Oooh!,2003,7.333333333
Never Let Me Down,1987,4.636363636
Never Let You Go,2010,5.375
Never Let You Go,2000,0
Never Lie,1994,5.04
Never Make A Promise,1997,16.20725389
Never Say Never,2011,2.054945055
Never Say Never,2009,1.875
Never Scared,2003,3.295774648
Never Should've Let You Go,1993,9.290322581
Never Surrender,1985,0
Never Tear Us Apart,1988,-9.166666667
Never Thought (That I Could Love),1988,0.36
Never Too Much,1981,8.754716981
Never Wanted Nothing More,2007,1.355932203
New Age Girl,1995,0.146341463
New Attitude,1985,5.884615385
New Divide,2009,3.193548387
New Flame,2014,4.666666667
New Moon On Monday,1984,1.166666667
New Romance,1980,0.408163265
New Sensation,1988,-1.5
New Song,1984,0.444444444
New Soul,2008,1.285714286
New World Man,1982,0
New York,2005,-8.88
New York Minute,1990,0.535714286
Next To Me,2013,4.76
Next To You,2011,4.323529412
Ni**as In Paris,2012,21.79487179
Nice,1998,11.4084507
Nice & Slow,1998,13.22222222
Nice Girls,1982,3.2
Nice Girls,1983,0
Nicety,1990,4.230769231
Nicole,1981,2.727272727
Night Changes,2014,0.428571429
Night Moves,1986,-5.5
Night Train,2013,-4.428571429
Nightbird,1984,2.884615385
Nightime,1988,2.823529412
Nights Like This,1991,2.288461538
Nightshift,1985,-4.882352941
Nightwalker,1981,4.533333333
Nikita,1986,1.5
Nite And Day,1988,2.421052632
No Air,2008,6.810810811
No Better Love,2004,17.63157895
No Boundaries,2009,1.533333333
No Diggity,1996,2.933333333
No Easy Way Out,1986,-1.611111111
No Flex Zone,2014,3.92
No Gettin' Over Me,1981,5.862068966
No Hands,2010,13.96551724
No Hands,2011,13.96551724
No Hurry,2012,0.48
No Letting Go,2003,6.097560976
No Lie,2012,3.616438356
No Lookin' Back,1985,0.2
No Love,2010,13.30232558
No Matter What,1991,-14.23529412
No Mediocre,2014,4.941176471
No Mistakes,1993,-1.64
No More,2000,2.880952381
"No More ""I Love You's""",1995,4.666666667
No More (Baby I'ma Do Right),2001,5.571428571
No More Drama,2002,14
No More Lies,1990,2.4
No More Lonely Nights,1984,3.466666667
No More Rhyme,1989,-14.5862069
No More Tears,1980,-1.857142857
No More Words,1984,7.714285714
No Myth,1990,-3.696969697
No New Friends,2013,14.23529412
No Night So Long,1980,-1.533333333
No One,2007,0.787878788
No One Else,1996,6.43902439
No One In The World,1987,7
No One Is To Blame,1986,-4.6875
No Ordinary Love,1993,2.586206897
No Pigeons,1999,7.151162791
No Place That Far,1999,0.260869565
No Problem,2004,1.135135135
No Rain,1993,3.864864865
No Reply At All,1981,6.43902439
No Scrubs,1999,6.140350877
No Shoes No Shirt No Problems,2003,4.125
No Sleep,2011,1.538461538
No Son Of Mine,1992,4.554216867
No Such Thing,2002,-1.5
No Surprise,2009,-9.14893617
No Tengo Dinero,1997,-9.069767442
No Time,1997,-15.68085106
No Time For Talk,1983,-10.38709677
No Type,2014,1.375
No Way Out,1984,5.157894737
No Worries,2013,4.057971014
No No No,1998,6.972972973
Nobody,1996,2.545454545
Nobody,1982,0.234375
Nobody Does It Better,1998,3.15
Nobody Else,1998,9.078947368
Nobody Knows,1996,5.403508772
Nobody Said It Was Easy,1982,0
Nobody Told Me,1984,6.769230769
Nobody Wants To Be Lonely,2001,8.947368421
Nobody Wins,1981,-6.25
Nobody's Fool,1987,0.818181818
Nobody's Fool,1988,1.538461538
Nobody's Home,2005,0
Nobody's Perfect,2007,0.303030303
Nobody's Supposed To Be Here,1998,7.609756098
Nolia Clap,2004,1.6
None Of Ur Friends Business,2000,-18.83453237
None Of Your Business,1994,6.428571429
Not A Bad Thing,2014,2.947368421
Not A Day Goes By,2002,8.4
Not Afraid,2010,8.924528302
Not Enough Love In The World,1985,-1.69047619
Not Enough Time,1992,-4.540540541
Not Gon' Cry,1996,6.835443038
Not Just Another Girl,1988,1.018518519
Not Myself Tonight,2010,3.826086957
Not Over You,2012,0.923076923
Not Ready To Make Nice,2007,2
Not The Only One,1992,1.290322581
Not Today,2004,4.705882353
Not Tonight,1997,7.636363636
Not Tonight,1997,7.636363636
Note To God,2009,-21.17073171
Nothin',2002,7.046728972
Nothin' At All,1986,2.892857143
Nothin' But A Good Time,1988,1.857142857
Nothin' But The Cavi Hit,1997,0.428571429
Nothin' My Love Can't Fix,1993,9.146666667
Nothin' On You,2010,2.727272727
Nothin' To Hide,1990,0
Nothin' To Lose,2005,4.837209302
Nothing,2011,1.741935484
Nothing As It Seems,2000,0
Nothing Broken But My Heart,1992,14.55384615
Nothing Compares 2 U,1990,3.076923077
Nothing Else Matters,1992,-8.470588235
Nothing In This World,2002,6
Nothing Left To Lose,2007,-15.69230769
Nothing On But The Radio,2004,0.421052632
Nothing's Gonna Change My Love For You,1987,7.868852459
